sector,year,production_eur,product_rows,confidential_product_rows,estimated_or_revised_rows,ppi_2020,production_million_2020_eur,domestic_emissions_mt,extra_eu_import_million_2020_eur,extra_eu_embodied_import_carbon_mtco2e,production_million_2020_eur_yoy_pct,production_million_2020_eur_index_2008_100,domestic_emissions_mt_yoy_pct,domestic_emissions_mt_index_2008_100,extra_eu_import_million_2020_eur_yoy_pct,extra_eu_import_million_2020_eur_index_2008_100,extra_eu_embodied_import_carbon_mtco2e_yoy_pct,extra_eu_embodied_import_carbon_mtco2e_index_2008_100
C20,2020,371886853665.0,567.0,0.0,0.0,100.0,371886.853665,148.71623951,210022.717573,89.973,-2.5156658337630033,98.53757139098123,-0.008630477903115441,74.48291717873575,6.187539881386872,159.4104947107788,-7.943767457564688,71.29228306775592
C20,2021,457218173361.0,577.0,0.0,0.0,116.65208515602214,391950.27911371726,150.70338664,202647.07337443586,109.712,5.395034874448834,103.85370773195959,1.3362004960234097,75.47815828753072,-3.5118316169775787,153.8122665567453,21.938803863381253,86.93295721971744
C20,2022,549042696403.0,602.0,0.0,0.0,151.35608048993873,362749.01849053707,130.22668945,219005.86802726792,139.34,-7.450246161122898,96.11635085847547,-13.587416743934677,65.22262637035723,8.072554111159324,166.22884500413917,27.005250109377286,110.40941974438007
C23,2008,176872883667.0,161.0,0.0,0.0,90.31346351490237,195843.31813142647,239.66306919000002,18733.959063158665,33.841,,100.0,,100.0,,100.0,,100.0
C23,2009,141628106605.0,161.0,0.0,0.0,90.62178828365879,156284.82872318118,196.20257752000003,12973.447078139765,24.712,-20.199049824972015,79.80095017502798,-18.1339961208397,81.8660038791603,-30.749036899238536,69.25096310076147,-26.97615318696256,73.02384681303744
C23,2010,140456822747.0,162.0,0.0,0.0,89.5255224391915,156890.25757141222,197.96637837,16192.739642021863,26.894,0.3873881125745049,80.11008956972755,0.8989692552944017,82.60195408457207,24.814473319944398,86.43522486320445,8.82971835545483,79.47164681894743
C23,2011,146304104887.0,155.0,0.0,0.0,90.99006509078453,160791.295995916,196.81425969,16983.140740406296,25.025,2.4864758875981385,82.1020076304121,-0.5819769445126077,82.12122975608297,4.881206737452004,90.65430688275899,-6.949505465903172,73.9487603794214
C23,2012,139406087692.0,154.0,0.0,0.0,92.53168893456665,150657.67122286116,184.95907634999998,15952.269369189815,24.213,-6.302346597985153,76.92765454563931,-6.023538822173247,77.17462560047922,-6.069968959062033,85.15161859492267,-3.2447552447552375,71.54930409857865
C23,2013,136137992388.0,154.0,0.0,0.0,92.85714285714285,146610.14564861538,173.48249497,14601.10835754816,24.441,-2.6865711791459024,74.86093834982324,-6.204930088579552,72.38599403584647,-8.470023796434155,77.93925623688386,0.9416429190930442,72.22304305428327
C23,2014,139885996057.0,152.0,0.0,0.0,92.79719081877357,150743.78310674036,176.49010484,15739.473086598211,28.268,2.819475718980713,76.97162432959765,1.7336676363342018,73.64092658768475,7.796426827156333,84.0157333190224,15.658115461724154,83.53181052569369
C23,2015,142294228509.0,152.0,0.0,0.0,92.56594724220624,153722.003337443,175.22830284,16908.059129196245,27.612,1.9756836197972971,78.4923401033694,-0.7149420649638638,73.11443662648021,7.424556312454045,90.25352875061444,-2.3206452525824317,81.59333353033303
C23,2016,138781051869.0,152.0,0.0,0.0,92.49743062692704,150037.7371872633,175.99617519,17118.39988858859,27.858,-2.396707088244343,76.61110862438309,0.438212513363867,73.43483323685295,1.2440266371504194,91.37630668924028,0.8909169926119231,82.32026240359328
C23,2017,154161463278.0,147.0,0.0,0.0,93.4652278177458,164939.91067845028,178.71610961,18183.922124880766,33.318,9.932283551162513,84.22034116464594,1.5454508696360225,74.56973250572764,6.2244266007740245,97.0639578296102,19.599396941632552,98.45453739546703
C23,2018,153247652507.0,147.0,0.0,0.0,95.73484069886948,160075.11099228234,182.35078088999998,19322.936986377623,36.923,-2.949437565570079,81.73631478448459,2.0337681297627253,76.08630795987845,6.263856904327381,103.14390525373365,10.81997718950718,109.10729588369139
C23,2019,161674753354.0,147.0,0.0,0.0,98.62966769441587,163921.01599177704,179.26242116999998,19800.132043109374,35.848,2.4025627567299424,83.70008104222018,-1.6936366847055129,74.79768233623194,2.469578289615937,105.69112474494189,-2.911464398884167,105.9306758074525
