prodcom_code,sector,product_label,cn8_codes,official_units,n_cn8_codes,all_cn8_unique_to_product,quantity_years,quantity_valid_years,quantity_units,confidential_flag_years,label_variants,one_cn_or_grouped_cn8,official_kg_unit,annual_kg_stable,complete_15y_quantity,no_confidential_quantity_flags,eligible_strict_match,cn8_codes_joined,official_units_joined
20142270,C20,Unsaturated monohydric alcohols,"['29052200', '29052910', '29052990']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29052200|29052910|29052990,KG
20142310,C20,Ethylene glycol (ethanediol),['29053100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29053100,KG
20142320,C20,"Propylene glycol (propane-1,2-diol)",['29053200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29053200,KG
20142333,C20,D-glucitol (sorbitol),"['29054411', '29054419', '29054491', '29054499']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29054411|29054419|29054491|29054499,KG
20142339,C20,"Diols and polyhydric alcohols (excluding ethylene glycol and propylene glycol, D-glucitol)",[],[],0,,8,8,['KG'],0,1,False,False,True,False,True,False,,
20142350,C20,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols","['29055100', '29055991', '29055998']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29055100|29055991|29055998,KG
20142360,C20,"Glycerol (including synthetic; excluding crude, waters and lyes)",['29054500'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29054500,KG
20142373,C20,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives","['29061100', '29061200', '29061310', '29061390', '29061900']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29061100|29061200|29061310|29061390|29061900,KG
20142375,C20,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives","['29062100', '29062900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29062100|29062900,KG
20142410,C20,Monophenols,"['29071100', '29071200', '29071300', '29071510', '29071590', '29071910', '29071990']",['KG'],7,True,15,15,['KG'],0,1,True,True,True,True,True,True,29071100|29071200|29071300|29071510|29071590|29071910|29071990,KG
20142433,C20,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",['29072300'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29072300,KG
20142439,C20,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols","['29072100', '29072200', '29072900']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29072100|29072200|29072900,KG
20142450,C20,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols","['29081100', '29081900', '29089100', '29089200', '29089900']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29081100|29081900|29089100|29089200|29089900,KG
20143120,C20,Industrial stearic acid,['38231100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38231100,KG
20143130,C20,Industrial oleic acid,['38231200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38231200,KG
20143150,C20,Industrial tall oil fatty acids,['38231300'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38231300,KG
20143195,C20,"Industrial monocarboxylic fatty acids distilled (excluding stearic, oleic tall oil)",['38231910'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38231910,KG
20143197,C20,"Industrial monocarboxylic fatty acids (excluding stearic, oleic, tall oil, distilled)","['38231930', '38231990']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,38231930|38231990,KG
20143215,C20,Ethyl acetate,['29153100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29153100,KG
20143219,C20,Esters of acetic acid (excluding ethyl acetate),"['29153200', '29153300', '29153600', '29153900']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29153200|29153300|29153600|29153900,KG
20143220,C20,"Mono-, di- or tri-chloroacetic acids; propionic, butanoic and pentanoic acids; their salts and esters","['29154000', '29155000', '29156011', '29156019', '29156090']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29154000|29155000|29156011|29156019|29156090,KG
20143230,C20,"Palmitic acid, its salts and esters",[],[],0,,1,1,['KG'],0,1,False,False,True,False,True,False,,
20143240,C20,"Stearic acid, its salts and esters",[],[],0,,1,1,['KG'],0,1,False,False,True,False,True,False,,
20143250,C20,"Formic acid, its salts and esters","['29151100', '29151200', '29151300']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29151100|29151200|29151300,KG
20143278,C20,Salts of acetic acid,['29152900'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29152900,KG
20143280,C20,Lauric acid and others; salts and esters,"['29159030', '29159070']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29159030|29159070,KG
20143310,C20,Acrylic acid and its salts and other monocarboxylic acid,"['29161100', '29161600', '29161910', '29161940', '29161995', '29162000']",['KG'],6,True,15,15,['KG'],0,1,True,True,True,True,True,True,29161100|29161600|29161910|29161940|29161995|29162000,KG
20143320,C20,Esters of acrylic acid,['29161200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29161200,KG
20143330,C20,Methacrylic acid and its salts,['29161300'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29161300,KG
20143340,C20,Esters of methacrylic acid,['29161400'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29161400,KG
20143350,C20,"Oleic, linoleic or linolenic acids; their salts and esters",['29161500'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29161500,KG
20143363,C20,Benzoic acid; its salts and esters,['29163100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29163100,KG
20143365,C20,Benzoyl peroxide and benzoyl chloride,['29163200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29163200,KG
20143367,C20,Phenylacetic acid; its salts and esters,"['29163400', '29163910']",['KG'],2,True,14,14,['KG'],0,1,True,True,True,False,True,False,29163400|29163910,KG
20143370,C20,"Aromatic monocarboxylic acids, (anhydrides), halides, peroxides, peroxyacids, derivatives excluding benzoic acid, phenylacetic acids their salts/esters, benzoyl peroxide, benzoyl chloride",['29163990'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29163990,KG
20143383,C20,"Oxalic, azelaic, malonic, other, cyclanic, cylenic or cycloterpenic polycarboxylic acids, salts",[],[],0,,8,8,['KG'],0,1,False,False,True,False,True,False,,
20143385,C20,Adipic acid; its salts and esters,['29171200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29171200,KG
20143387,C20,Maleic anhydride,['29171400'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29171400,KG
20143410,C20,Dibutyl and dioctyl orthophthalates,"['29173200', '29173400']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,29173200|29173400,KG
20143420,C20,Other esters of orthophthalic acid,"['29173300', '29173400']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,29173300|29173400,KG
20143430,C20,Phthalic anhydride; terephthalic acid and its salts,"['29173500', '29173600']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29173500|29173600,KG
20143440,C20,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding esters of orthophthalic acid, phthalic anhydride, terephthalic acid and its salts)","['29173700', '29173920', '29173995']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29173700|29173920|29173995,KG
20143473,C20,Citric acid and its salts and esters,"['29181400', '29181500']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29181400|29181500,KG
20143475,C20,"Carboxylic acid with alcohol, phenol, aldehyde or ketone functions","['29181100', '29181200', '29181300', '29181600', '29181700', '29181800', '29181930', '29181940', '29181998', '29182900', '29183000', '29189100', '29189940', '29189990']",['KG'],14,True,15,15,['KG'],0,1,True,True,True,True,True,True,29181100|29181200|29181300|29181600|29181700|29181800|29181930|29181940|29181998|29182900|29183000|29189100|29189940|29189990,KG
20144113,C20,Methylamine; di- or trimethylamine and their salts,['29211100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29211100,KG
20144119,C20,Other acylic monoamines and their derivatives; salts thereof,"['29211200', '29211300', '29211400', '29211940', '29211950', '29211999']",['KG'],6,True,15,15,['KG'],0,1,True,True,True,True,True,True,29211200|29211300|29211400|29211940|29211950|29211999,KG
20144129,C20,Other acyclic polyamines and their derivatives; salts thereof,['29212900'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29212900,KG
20144130,C20,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof","['29213010', '29213091', '29213099']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29213010|29213091|29213099,KG
20144151,C20,Aniline and its salts (excluding derivatives),['29214100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29214100,KG
20144153,C20,Aniline derivatives and their salts,['29214200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29214200,KG
20144159,C20,Other aromatic monoamines and their derivatives; salts thereof,"['29214300', '29214400', '29214500', '29214600', '29214900']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29214300|29214400|29214500|29214600|29214900,KG
20144170,C20,Aromatic polyamines and their derivatives; salts thereof,"['29215111', '29215119', '29215190', '29215950', '29215990']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29215111|29215119|29215190|29215950|29215990,KG
20144233,C20,Monoethanolamine and its salts,['29221100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29221100,KG
20144235,C20,Diethanolamine and its salts,['29221200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29221200,KG
20144237,C20,Triethanolamine and its salts,[],[],0,,9,9,['KG'],0,1,False,False,True,False,True,False,,
20144239,C20,"Amino-alcohols, their ethers and esters with only 1 oxygen function and their salts (excluding monoethanolamine and its salts, diethanolamine and its salts, triethanolamine and its salts)",[],[],0,,9,9,['KG'],0,1,False,False,True,False,True,False,,
20144290,C20,"Oxygen-function amino-compounds (excluding amino-alcohols, their esters and ethers and salts thereof, lysine and its salts and esters, glutamic acid its salts and esters)","['29222100', '29222900', '29223100', '29223900', '29224300', '29224400', '29224920', '29224985', '29225000']",['KG'],9,True,15,15,['KG'],0,1,True,True,True,True,True,True,29222100|29222900|29223100|29223900|29224300|29224400|29224920|29224985|29225000,KG
20144310,C20,Ureines and their derivatives; salts thereof,['29242100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29242100,KG
20144320,C20,Saccharin and its salts,['29251100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29251100,KG
20144330,C20,"Imides and their derivatives, and salts thereof (excluding saccharin and its salts)","['29251200', '29251920', '29251995']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29251200|29251920|29251995,KG
20144340,C20,Imines and their derivatives; and salts thereof,"['29252100', '29252900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29252100|29252900,KG
20144350,C20,Acrylonitrile,['29261000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29261000,KG
20144360,C20,1-Cyanoguanidine (dicyandiamide),['29262000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29262000,KG
20144370,C20,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine (dicyandiamide))","['29263000', '29264000', '29269020', '29269070']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29263000|29264000|29269020|29269070,KG
20144420,C20,"Diazo-, azo- or azoxy-compounds",['29270000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29270000,KG
20144430,C20,Organic derivatives of hydrazine or of hydroxylamine,"['29280010', '29280090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29280010|29280090,KG
20144450,C20,Isocyanates,['29291000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29291000,KG
20144490,C20,Compounds with other nitrogen function (excluding isocyanates),['29299000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29299000,KG
20145133,C20,"Thiocarbamates and dithiocarbamates; thiuram mono-, di- or tetrasulphides; methionine","['29302000', '29303000', '29304010', '29304090']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29302000|29303000|29304010|29304090,KG
20145139,C20,Other organo-sulphur compounds,"['29301000', '29306000', '29307000', '29308000', '29309013', '29309016', '29309030', '29309040', '29309050', '29309098']",['KG'],10,True,15,15,['KG'],0,1,True,True,True,True,True,True,29301000|29306000|29307000|29308000|29309013|29309016|29309030|29309040|29309050|29309098,KG
20145150,C20,Organo-inorganic compounds (excluding organo-sulphur compounds),[],[],0,,7,7,['KG'],0,1,False,False,True,False,True,False,,
20145210,C20,Heterocyclic compounds with oxygen only hetero-atom(s) (including coumarin; methylcoumarins and ethylcoumarins) (excluding other lactones),[],[],0,,4,4,['KG'],0,1,False,False,True,False,True,False,,
20145230,C20,Heterocyclic compounds with nitrogen only hetero-atom(s); containing an unfused imidazole ring (excluding hydantoin and its derivatives),"['29332910', '29332990']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29332910|29332990,KG
20145260,C20,Melamine,['29336100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29336100,KG
20145280,C20,"Compounds containing in the structure an unfused pyridine ring or a quinoline or isoquinoline ring-system, not further fused; lactames; other heterocyclic compounds with nitrogen hetero-atom(s) only (excluding compounds containing in the structure an unfused pyrazole ring, an unfused imidazole ring, a pyrimidine ring, a piperazine ring or an unfused triazine ring)","['29333100', '29333200', '29333300', '29333400', '29333500', '29333600', '29333700', '29333910', '29333920', '29333925', '29333935', '29333940', '29333945', '29333950', '29333955', '29333999', '29334100', '29334910', '29334930', '29334990', '29337100', '29337200', '29337900', '29339110', '29339190', '29339200', '29339920', '29339950', '29339980']",['KG'],29,True,15,15,['KG'],0,1,True,True,True,True,True,True,29333100|29333200|29333300|29333400|29333500|29333600|29333700|29333910|29333920|29333925|29333935|29333940|29333945|29333950|29333955|29333999|29334100|29334910|29334930|29334990|29337100|29337200|29337900|29339110|29339190|29339200|29339920|29339950|29339980,KG
20145290,C20,"Nucleic acids and other heterocyclic compounds - thiazole, benzothiazole, other cycles","['29341000', '29342020', '29342080', '29349100', '29349200', '29349960', '29349990', '29398000']",['KG'],8,True,15,15,['KG'],0,1,True,True,True,True,True,True,29341000|29342020|29342080|29349100|29349200|29349960|29349990|29398000,KG
20145350,C20,Phosphoric esters; and their salts (including lactophosphates; their halogenated; sulphonated; nitrated or nitrosated derivatives),"['29191000', '29199000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29191000|29199000,KG
20145380,C20,"Esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives","['29201100', '29201900', '29202100', '29202200', '29202300', '29202400', '29202900', '29203000', '29209010', '29209070']",['KG'],10,True,15,15,['KG'],0,1,True,True,True,True,True,True,29201100|29201900|29202100|29202200|29202300|29202400|29202900|29203000|29209010|29209070,KG
20146111,C20,Methanal (formaldehyde),['29121100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29121100,KG
20146113,C20,Ethanal (acetaldehyde),['29121200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29121200,KG
20146115,C20,Butanal (butyraldehyde; normal isomer),['29121900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,29121900,KG
20146119,C20,"Acyclic aldehydes, without other oxygen function (excluding methanal (formaldehyde), ethanal (acetaldehyde), butanal (butyraldehyde; normal isomer))",['29121900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,29121900,KG
20146120,C20,Cyclic aldehydes; without other oxygen function,"['29122100', '29122900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29122100|29122900,KG
20146130,C20,Aldehyde-alcohols,[],[],0,,4,4,['KG'],0,1,False,False,True,False,True,False,,
20146150,C20,Cyclic polymers of aldehydes,['29125000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29125000,KG
20146160,C20,Paraformaldehyde,['29126000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29126000,KG
20146170,C20,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes or paraformaldehyde",['29130000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29130000,KG
20146211,C20,Acetone,['29141100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29141100,KG
20146213,C20,Butanone (methyl ethyl ketone),['29141200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29141200,KG
20146215,C20,4-Methylpentan-2-one (methyl isobutyl ketone),['29141300'],['KG'],1,True,14,14,['KG'],0,1,True,True,True,False,True,False,29141300,KG
20146219,C20,"Acyclic ketones; without other oxygen function (excluding acetone, butanone (methyl ethyl ketone), 4-methylpentan-2-one (methyl isobutyl ketone))","['29141910', '29141990']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29141910|29141990,KG
20146231,C20,Camphor; aromatic ketones without other oxygen function; ketone-alcohols; ketone-aldehydes; ketone-phenols and ketones with other oxygen function,"['29142900', '29143100', '29143900', '29144010', '29144090', '29145000']",['KG'],6,False,15,15,['KG'],0,1,False,True,True,True,True,False,29142900|29143100|29143900|29144010|29144090|29145000,KG
20146233,C20,Cyclohexanone and methylcyclohexanones,['29142200'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29142200,KG
20146235,C20,Ionones and methylionones,['29142300'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29142300,KG
20146239,C20,"Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function (excluding camphor, cyclohexanone and methylcyclohexanones, ionones and methylionones)",['29142900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,29142900,KG
20146260,C20,Quinones,"['29146100', '29146200', '29146910', '29146980']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29146100|29146200|29146910|29146980,KG
20146270,C20,Halogenated; sulphonated; nitrated or nitrosated derivatives of ketones and quinones,"['29147100', '29147900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,29147100|29147900,KG
20146310,C20,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives","['29091100', '29091910', '29091990']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,29091100|29091910|29091990,KG
20146323,C20,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",['29092000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29092000,KG
20146325,C20,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives","['29093010', '29093031', '29093035', '29093038', '29093090']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,29093010|29093031|29093035|29093038|29093090,KG
20146333,C20,"2,2-Oxydiethanol (diethylene glycol; digol)",['29094100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29094100,KG
20146339,C20,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding 2,2-Oxydiethanol)","['29094300', '29094400', '29094911', '29094980']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29094300|29094400|29094911|29094980,KG
20146350,C20,"Ether-phenols; ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",['29095000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29095000,KG
20146360,C20,"Alcohol, ether and ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
20146373,C20,Oxirane (ethylene oxide),['29101000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29101000,KG
20146375,C20,Methyloxirane (propylene oxide),['29102000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29102000,KG
20146379,C20,"Epoxides, epoxyalcohols, -phenols, epoxyethers, with a 3-membered ring and their halogenated, sulphonated, nitrated/nitrosated derivatives excluding oxirane, methyloxirane (propylene oxide)","['29103000', '29104000', '29105000', '29109000']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,29103000|29104000|29105000|29109000,KG
20146380,C20,Acetals and hemiacetals and their halogenated; sulphonated; nitrated or nitrosated derivatives,[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
20146430,C20,"Other organic compounds, n.e.c.",['29420000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,29420000,KG
20146450,C20,Rennet and concentrates thereof,['35071000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,35071000,KG
20146470,C20,Enzymes; prepared enzymes (not elsewhere specified or included) (excluding rennet and concentrates),"['35079030', '35079090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,35079030|35079090,KG
20147120,C20,Activated natural mineral products; animal black,['38029000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38029000,KG
20147130,C20,Tall oil; whether or not refined,"['38030010', '38030090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,38030010|38030090,KG
20147140,C20,"Gum, wood or sulphate turpentine oils, pine oil and other alike","['38051010', '38051030', '38051090', '38059010', '38059090']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,38051010|38051030|38051090|38059010|38059090,KG
20147150,C20,Rosin and resin acids; and derivatives; rosin spirit and oils; run gums,"['38061000', '38062000', '38063000', '38069000']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,38061000|38062000|38063000|38069000,KG
20147170,C20,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch","['38070010', '38070090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,38070010|38070090,KG
20147200,C20,Wood charcoal whether or not agglomerated (including shell or nut charcoal),"['44021000', '44022000', '44029000']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,44021000|44022000|44029000,KG
20147320,C20,"Benzol (benzene), toluol (toluene) and xylol (xylenes)","['27071000', '27072000', '27073000']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,27071000|27072000|27073000,KG
20147340,C20,"Naphthalene and other aromatic hydrocarbon mixtures (excluding benzene, toluene, xylene)","['27074000', '27075000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,27074000|27075000,KG
20147360,C20,Phenols,['27079980'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,27079980,KG
20147390,C20,"Other oils and oil products, n.e.c.","['27079100', '27079911', '27079919', '27079920', '27079950', '27079991', '27079999']",['KG'],7,True,15,15,['KG'],0,1,True,True,True,True,True,True,27079100|27079911|27079919|27079920|27079950|27079991|27079999,KG
20147400,C20,Undenatured ethyl alcohol of an alcoholic strength by volume >= 80 % (important: excluding alcohol duty),['22071000'],['L'],1,True,15,15,['L'],0,1,True,False,False,True,True,False,22071000,L
20147500,C20,Denatured ethyl alcohol and other denatured spirits; of any strength,['22072000'],['L'],1,True,15,15,['L'],0,1,True,False,False,True,True,False,22072000,L
20151050,C20,Nitric acid; sulphonitric acids,['28080000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,28080000,KG_N
20151075,C20,Anhydrous ammonia,['28141000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,28141000,KG_N
20151077,C20,Ammonia in aqueous solution,['28142000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,28142000,KG_N
20152030,C20,Ammonium chloride,['28271000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,28271000,KG
20152080,C20,Nitrites,['28341000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,28341000,KG_N
20153130,C20,Urea containing > 45 % by weight of nitrogen on the dry anhydrous product (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31021010'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31021010,KG_N
20153180,C20,Urea containing <= 45 % by weight of nitrogen on the dry anhydrous product (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31021090'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31021090,KG_N
20153200,C20,Ammonium sulphate (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31022100'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31022100,KG_N
20153300,C20,Ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),"['31023010', '31023090']",['KG_N'],2,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31023010|31023090,KG_N
20153400,C20,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31026000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31026000,KG_N
20153530,C20,"Mixtures of ammonium nitrate with calcium carbonate, <= 28 % nitrogen by weight",['31024010'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31024010,KG_N
20153580,C20,"Mixtures of ammonium nitrate with calcium carbonate, > 28 % nitrogen by weight",['31024090'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31024090,KG_N
20153930,C20,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31022900'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31022900,KG_N
20153960,C20,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),[],[],0,,8,8,['KG_N'],0,1,False,False,False,False,True,False,,
20153990,C20,"Mineral or chemical fertilisers, nitrogenous, n.e.c.",['31029000'],['KG_N'],1,True,15,15,['KG_N'],0,1,True,False,False,True,True,False,31029000,KG_N
20154100,C20,"Superphosphates (excluding potassic, in tablets or similar forms or in packages of a weight of <= 10 kg)","['31031100', '31031900']",['KG_P2O5'],2,True,15,15,['KG_P2O5'],0,1,True,False,False,True,True,False,31031100|31031900,KG_P2O5
20154900,C20,"Mineral or chemical fertilisers, phosphatic n.e.c.",['31039000'],['KG_P2O5'],1,True,15,15,['KG_P2O5'],0,1,True,False,False,True,True,False,31039000,KG_P2O5
20155100,C20,Potassium chloride (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),"['31042010', '31042050', '31042090']",['KG'],3,True,15,15,"['KG', 'KG_K2O']",0,1,True,True,False,True,True,False,31042010|31042050|31042090,KG
20155200,C20,Potassium sulphate (excluding in tablets or similar forms or in packages of a weight of <= 10 kg),['31043000'],['KG_K2O'],1,True,15,15,['KG_K2O'],0,1,True,False,False,True,True,False,31043000,KG_K2O
20155900,C20,"Mineral or chemical fertilisers, potassic, n.e.c.",['31049000'],['KG_K2O'],1,True,15,15,['KG_K2O'],0,1,True,False,False,True,True,False,31049000,KG_K2O
