prodcom_code,sector,product_label,cn8_codes,official_units,n_cn8_codes,all_cn8_unique_to_product,quantity_years,quantity_valid_years,quantity_units,confidential_flag_years,label_variants,one_cn_or_grouped_cn8,official_kg_unit,annual_kg_stable,complete_15y_quantity,no_confidential_quantity_flags,eligible_strict_match,cn8_codes_joined,official_units_joined
23201430,C23,"Refractory ceramic goods, n.e.c., by weight > 25 % graphite or other forms of carbon","['69031000', '69039010']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69031000|69039010,KG
23201455,C23,"Refractory ceramic goods, n.e.c., alumina or silica or mixture > 50 % : alumina < 45 %",['69032010'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69032010,KG
23201459,C23,"Refractory ceramic goods, n.e.c., alumina or silica or mixture > 50 % : alumina >= 45 %",['69032090'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69032090,KG
23201490,C23,"Refractory ceramic goods, n.e.c.",['69039090'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69039090,KG
23311010,C23,"Unglazed ceramic mosaic tiles, cubes and similar articles, with a surface area < 49 cm²",[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23311020,C23,"Glazed ceramic mosaic tiles, cubes and similar articles, with a surface area < 49 cm²",[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23311030,C23,Unglazed ceramic double tiles of the Spaltplatten type,[],[],0,,3,3,['M2'],0,1,False,False,False,False,True,False,,
23311053,C23,"Unglazed stoneware flags and paving, hearth or wall tiles (excluding double tiles of the Spaltplatten type)",[],[],0,,3,3,['M2'],0,1,False,False,False,False,True,False,,
23311057,C23,"Earthenware or fine pottery and other unglazed ceramic flags and paving, hearth or wall tiles (excluding of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, articles of stoneware, double tiles of the Spaltplatten type, tiles made into stands, ornamental articles and tiles specifically manufactured for stoves)",[],[],0,,3,3,['M2'],0,1,False,False,False,False,True,False,,
23311071,C23,Glazed ceramic double tiles of the spaltplatten type,[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23311073,C23,"Glazed stoneware flags and paving, hearth or wall tiles, with a face of > 90 cm²",[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23311075,C23,"Glazed earthenware or fine pottery ceramic flags and paving, hearth or wall tiles, with a face of > 90 cm²",[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23311079,C23,"Glazed ceramic flags and paving, hearth or wall tiles excluding double tiles of the spaltplatten type, stoneware, earthenware or fine pottery flags, paving or tiles with a face of not > 90 cm²",[],[],0,,9,9,['M2'],0,1,False,False,False,False,True,False,,
23321110,C23,Non-refractory clay building bricks (excluding of siliceous fossil meals or earths),['69041000'],['M3'],1,True,15,15,['M3'],0,1,True,False,False,True,True,False,69041000,M3
23321130,C23,"Non-refractory clay flooring blocks, support or filler tiles and the like (excluding of siliceous fossil meals or earths)",['69049000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69049000,KG
23321250,C23,Non-refractory clay roofing tiles,['69051000'],['PST'],1,True,15,15,"['P/ST', 'PST']",0,1,True,False,False,True,True,False,69051000,PST
23321270,C23,"Non-refractory clay constructional products (including chimneypots, cowls, chimney liners and flue-blocks, architectural ornaments, ventilator grills, clay-lath; excluding pipes, guttering and the like)",['69059000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69059000,KG
23321300,C23,"Ceramic pipes, conduits, guttering and pipe fittings: drain pipes and guttering with fittings",['69060000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69060000,KG
23411130,C23,"Porcelain or china tableware and kitchenware (excluding electro-thermic apparatus, coffee or spice mills with metal working parts)",['69111000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69111000,KG
23411150,C23,"Household and toilet articles, n.e.c., of porcelain or china",['69119000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69119000,KG
23411210,C23,"Ceramic tableware, other household articles : common pottery","['69120021', '69120081']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69120021|69120081,KG
23411230,C23,"Ceramic tableware, other household articles : stoneware","['69120023', '69120083']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69120023|69120083,KG
23411250,C23,"Ceramic tableware, other household articles : earthenware or fine pottery","['69120025', '69120085']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69120025|69120085,KG
23411290,C23,"Ceramic tableware, other household articles : others","['69120029', '69120089']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69120029|69120089,KG
23421030,C23,"Ceramic sinks, etc. and other sanitary fixtures, of porcelain or china",['69101000'],['PST'],1,True,15,15,"['P/ST', 'PST']",0,1,True,False,False,True,True,False,69101000,PST
23421050,C23,"Ceramic sinks, wash basins, baths... and other sanitary fixtures, n.e.c.",['69109000'],['PST'],1,True,15,15,"['P/ST', 'PST']",0,1,True,False,False,True,True,False,69109000,PST
23431033,C23,Ceramic electrical insulators (excluding with metallic parts),[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23431035,C23,Ceramic electrical insulators for overhead power transmission or traction lines (including with metallic parts) (excluding lightning arresters),[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23431039,C23,"Ceramic electrical insulators (including with metallic parts) (excluding for overhead power transmission or traction lines, lightning arresters)",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23431053,C23,"Ceramic insulating fittings for electrical machines, appliances or equipment; containing >= 80 % by weight of metallic oxides",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23431055,C23,"Ceramic insulating fittings for electrical machines, appliances or equipment (excluding fittings containing >= 80% by weight of metallic oxides)",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23441100,C23,"Ceramic wares for laboratory, chemical, technical use, of porcelain or china",['69091100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69091100,KG
23441210,C23,"Ceramic wares for laboratory, chemical, technical use, other material than porcelain or china","['69091200', '69091900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,69091200|69091900,KG
23441230,C23,Permanent magnets and articles intended to become permanent magnets (excluding of metal),"['85051910', '85051990']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,85051910|85051990,KG
23491100,C23,Ceramic articles for use in agriculture and for the conveyance or packing of goods,['69099000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69099000,KG
23491230,C23,"Other ceramic articles of porcelain/china including non-refractory firebrick cheeks, parts of stoves/fireplaces, flower-pots, handles and knobs, signs/motifs for shops, radiator humidifiers",['69141000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,69141000,KG
23491255,C23,"Other ceramic articles (common pottery) including heating apparatus, non-refractory firebrick cheeks, stoves/fireplaces parts, flower-pots, handles/knobs, shopssigns, radiator humidifiers",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23491259,C23,"Ceramic articles, n.e.c. : other than porcelain or common pottery",[],[],0,,3,3,['KG'],0,1,False,False,True,False,True,False,,
23511100,C23,Cement clinker,['25231000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25231000,KG
23511210,C23,Portland cement,"['25232100', '25232900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,25232100|25232900,KG
23511290,C23,Other hydraulic cements,"['25233000', '25239000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,25233000|25239000,KG
23521033,C23,Quicklime,['25221000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25221000,KG
23521035,C23,Slaked lime,['25222000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25222000,KG
23521050,C23,Hydraulic lime,['25223000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25223000,KG
23522000,C23,"Plasters consisting of calcined gypsum or calcium sulphate (including for use in building, for use in dressing woven fabrics or surfacing paper, for use in dentistry)",['25202000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25202000,KG
23523030,C23,"Calcined and sintered dolomite, crude, roughly trimmed or merely cut into rectangular or square blocks or slabs",['25182000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25182000,KG
23523050,C23,Agglomerated dolomite (including tarred dolomite),[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
23611130,C23,"Building blocks and bricks of cement, concrete or artificial stone","['68101110', '68101190']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,68101110|68101190,KG
23611150,C23,"Tiles, flagstones and similar articles of cement, concrete or artificial stone (excluding building blocks and bricks)",['68101900'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68101900,KG
23611200,C23,"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone",['68109100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68109100,KG
23621050,C23,"Boards, sheets, panels, tiles and similar articles of plaster or of compositions based on plaster, faced or reinforced with paper or paperboard only (excluding articles agglomerated with plaster, ornamented)",['68091100'],['M2'],1,True,15,15,['M2'],0,1,True,False,False,True,True,False,68091100,M2
23621090,C23,"Boards, sheets, panels, tiles and similar articles of plaster or of compositions based on plaster, not faced or reinforced with paper or paperboard only (excluding articles agglomerated with plaster, ornamented)",['68091900'],['M2'],1,True,15,15,['M2'],0,1,True,False,False,True,True,False,68091900,M2
23631000,C23,Ready-mixed concrete,['38245010'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38245010,KG
23641000,C23,Factory made mortars,['38245090'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,38245090,KG
23651100,C23,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste of wood, agglomerated with cement, plaster or other mineral binders",['68080000'],['M2'],1,True,14,14,['M2'],0,1,True,False,False,False,True,False,68080000,M2
23651220,C23,"Articles of asbestos-cement, of cellulose fibre-cement or similar mixtures of fibres (asbestos, cellulose or other vegetable fibres, synthetic polymer, glass or metallic fibres, etc.) and cement or other hydraulic binders, containing asbestos",['68114000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68114000,KG
23651240,C23,"Sheets, panels, tiles and similar articles, of cellulose fibre-cement or similar mixtures of fibres (cellulose or other vegetable fibres, synthetic polymer, glass or metallic fibres, etc.) and cement or other hydraulic binders, not containing asbestos","['68118100', '68118200']",['M2'],2,True,15,15,['M2'],0,1,True,False,False,True,True,False,68118100|68118200,M2
23651260,C23,"Tubes, pipes and tube or pipe fittings, of cellulose fibre-cement or similar mixtures of fibres (cellulose or other vegetable fibres, synthetic polymer, glass or metallic fibres, etc) and cement or other hydraulic binders, not containing asbestos",[],[],0,,4,4,['KG'],0,1,False,False,True,False,True,False,,
23651280,C23,"Articles of cellulose fibre-cement or similar mixtures of fibres (cellulose or other vegetable fibres, synthetic polymer, glass or metallic fibres, etc) and cement or other hydraulic binders, not containing asbestos (excluding sheets, panels, tiles and similar articles as well as tubes, pipes and tube or pipe fittings)",[],[],0,,4,4,['KG'],0,1,False,False,True,False,True,False,,
23691100,C23,"Articles of plaster or compositions based on plaster, n.e.c.",['68099000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68099000,KG
23691930,C23,"Pipes of cement, concrete or artificial stone",['68109900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,68109900,KG
23691980,C23,"Articles of cement, concrete or artificial stone for non-constructional purposes (including vases, flower pots, architectural or garden ornaments, statues and ornamental goods)",['68109900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,68109900,KG
236919Z0,C23,"Pipes and other articles of cement, concrete or artificial stone, and accessories",['68109900'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,68109900,KG
23701100,C23,"Worked monumental/building stone and articles thereof, in marble, travertine and alabaster (excluding tiles, cubes/similar articles, largest surface area of which is capable of being enclosed in a square the side of which is < 7 cm, setts, kerbstones, flagstones)","['68022100', '68029100']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,68022100|68029100,KG
23701210,C23,"Natural stone setts, kerbstones and flagstones (excluding of slate)",['68010000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68010000,KG
23701230,C23,"Tiles, cubes and similar articles of natural stone, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is < 7 cm; artificially coloured granules, chippings and powder of natural stone",['68021000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68021000,KG
23701260,C23,"Worked monumental or building stone and articles thereof, of granite (excluding tiles, cubes and similar articles, of which the largest surface area is capable of being enclosed in a square the side of which is < 7 cm, setts, kerbstones and flagstones)","['68022300', '68029310', '68029390']",['KG'],3,True,14,14,['KG'],0,1,True,True,True,False,True,False,68022300|68029310|68029390,KG
23701270,C23,"Worked monumental or building stone and articles thereof (excluding of granite or slate, tiles; cubes and similar articles; of which the largest surface area is capable of being enclosed in a square the side of which is < 7 cm)","['68022900', '68029200', '68029910', '68029990']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,68022900|68029200|68029910|68029990,KG
23701280,C23,Worked slate and articles of slate or of agglomerated slate,"['68030010', '68030090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,68030010|68030090,KG
23911110,C23,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",['68041000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68041000,KG
23911120,C23,"Millstones, grindstones, grinding wheels and the like, without frameworks, of agglomerated synthetic or natural diamond (excluding millstones and grindstones for milling, grinding or pulping)",['68042100'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68042100,KG
23911130,C23,"Millstones, grindstones, grinding wheels and the like, without frameworks, of artificial abrasives, with binder of synthetic or artificial resin, reinforced (excluding millstones and grindstones for milling, grinding or pulping)",['68042218'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68042218,KG
23911140,C23,"Millstones, grindstones, grinding wheels and the like, without frameworks, of artificial abrasives, with binder of synthetic or artificial resin, non-reinforced (excluding millstones and grindstones for milling, grinding or pulping)",['68042212'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68042212,KG
23911150,C23,"Millstones, grindstones, grinding wheels and the like, without frameworks, of artificial abrasives, with binder of ceramics or silicates (excluding millstones and grindstones for milling, grinding or pulping)",['68042230'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68042230,KG
23911190,C23,"Other millstones, grindstones, grinding wheels and the like, without frameworks; hand sharpening or polishing stones","['68042250', '68042290', '68042300', '68043000']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,68042250|68042290|68042300|68043000,KG
23911230,C23,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only",['68051000'],['M2'],1,True,15,15,['M2'],0,1,True,False,False,True,True,False,68051000,M2
23911250,C23,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only",['68052000'],['M2'],1,True,15,15,['M2'],0,1,True,False,False,True,True,False,68052000,M2
23911290,C23,"Natural or artificial abrasive powder or grain on a base (excluding on a base of woven textile only, on a base of paper or paperboard only)",['68053000'],['M2'],1,True,15,15,['M2'],0,1,True,False,False,True,True,False,68053000,M2
23991100,C23,"Fabricated asbestos fibres; mixtures with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos; friction material for brakes, clutches and the like, not mounted","['68128010', '68128090', '68129100', '68129910', '68129990', '68132000', '68138100', '68138900']",['KG'],8,True,15,15,['KG'],0,1,True,True,True,True,True,True,68128010|68128090|68129100|68129910|68129990|68132000|68138100|68138900,KG
23991253,C23,Roofing or water-proofing felts based on bitumen (in rolls),[],[],0,,3,3,['M2'],0,1,False,False,False,False,True,False,,
23991259,C23,Other products based on bitumen (in rolls),[],[],0,,3,3,['M2'],0,1,False,False,False,False,True,False,,
23991290,C23,Products based on bitumen (excluding in rolls),['68079000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68079000,KG
23991310,C23,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,['27150000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,27150000,KG
23991320,C23,Pre-coated aggregates,['25173000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,25173000,KG
23991400,C23,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations","['38011000', '38012010', '38012090', '38013000', '38019000']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,38011000|38012010|38012090|38013000|38019000,KG
23991500,C23,Artificial corundum (excluding mechanical mixtures),"['28181011', '28181019', '28181091', '28181099']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,28181011|28181019|28181091|28181099,KG
23991910,C23,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",['68061000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68061000,KG
23991920,C23,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof","['68062010', '68062090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,68062010|68062090,KG
23991930,C23,Mixtures and articles of heat/sound-insulating materials n.e.c.,['68069000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68069000,KG
23991950,C23,Worked mica and articles of mica,"['68141000', '68149000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,68141000|68149000,KG
23991970,C23,Non-electrical articles of graphite or other carbon,"['68151100', '68151200', '68151300', '68151900']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,68151100|68151200|68151300|68151900,KG
23991980,C23,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",['68152000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,68152000,KG
23991990,C23,"Articles of stone or other mineral substances, n.e.c.",[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
24101100,C24,"Pig iron and spiegeleisen in pigs, blocks or other primary forms","['72011011', '72011019', '72011030', '72011090', '72012000', '72015010', '72015090']",['KG'],7,True,15,15,['KG'],0,1,True,True,True,True,True,True,72011011|72011019|72011030|72011090|72012000|72015010|72015090,KG
24101215,C24,Ferro-manganese,[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24101230,C24,Ferro-silicon,[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24101245,C24,Ferro-silico-manganese,['72023000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,72023000,KG
24101260,C24,Ferro-chromium,"['72024110', '72024190', '72024910', '72024950', '72024990']",['KG'],5,True,15,15,['KG'],0,1,True,True,True,True,True,True,72024110|72024190|72024910|72024950|72024990,KG
24101275,C24,Ferro-molybdenum,['72027000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,72027000,KG
24101290,C24,Other ferro alloys n.e.c.,[],[],0,,11,11,['KG'],0,1,False,False,True,False,True,False,,
24101300,C24,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms","['72031000', '72039000']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,72031000|72039000,KG
24101410,C24,"Granules and powders, of pig iron, spiegeleisen, iron or steel","['72051000', '72052100', '72052900']",['KG'],3,True,15,15,['KG'],0,1,True,True,True,True,True,True,72051000|72052100|72052900,KG
24101420,C24,"Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms to the definitions of pig iron, spiegeleisen, or ferro-alloys)",['72045000'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,72045000,KG
24102110,C24,Flat semi-finished products (of non-alloy steel),"['72071210', '72071290', '72072032', '72072039']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,72071210|72071290|72072032|72072039,KG
24102121,C24,"Ingots, other primary forms and long semi-finished products for seamless tubes (of non-alloy steel)","['72061000', '72071111', '72071114', '72071116', '72071912', '72072011', '72072015', '72072017', '72072052']",['KG'],9,False,15,15,['KG'],0,1,False,True,True,True,True,False,72061000|72071111|72071114|72071116|72071912|72072011|72072015|72072017|72072052,KG
24102122,C24,"Other ingots, primary forms and long semi-finished products including blanks (of non-alloy steel)","['72069000', '72071111', '72071114', '72071116', '72071190', '72071912', '72071919', '72071980', '72072011', '72072015', '72072017', '72072019', '72072052', '72072059', '72072080']",['KG'],15,False,15,15,['KG'],0,1,False,True,True,True,True,False,72069000|72071111|72071114|72071116|72071190|72071912|72071919|72071980|72072011|72072015|72072017|72072019|72072052|72072059|72072080,KG
241021Z0,C24,"Ingots, other primary forms and long semi-finished products, of non-alloy steel","['72061000', '72069000', '72071111', '72071114', '72071116', '72071190', '72071912', '72071919', '72071980', '72072011', '72072015', '72072017', '72072019', '72072052', '72072059', '72072080']",['KG'],16,False,15,15,['KG'],0,1,False,True,True,True,True,False,72061000|72069000|72071111|72071114|72071116|72071190|72071912|72071919|72071980|72072011|72072015|72072017|72072019|72072052|72072059|72072080,KG
24102210,C24,Flat semi-finished products (slabs) (of stainless steel),"['72189110', '72189180']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,72189110|72189180,KG
24102221,C24,"Ingots, other primary forms and long semi-finished products for seamless tubes (of stainless steel)","['72181000', '72189911', '72189920']",['KG'],3,False,15,15,['KG'],0,1,False,True,True,True,True,False,72181000|72189911|72189920,KG
24102222,C24,"Other ingots, primary forms and long semi-finished products (of stainless steel)","['72181000', '72189911', '72189919', '72189920', '72189980']",['KG'],5,False,15,15,['KG'],0,1,False,True,True,True,True,False,72181000|72189911|72189919|72189920|72189980,KG
241022Z0,C24,"Ingots, other primary forms and long semi-finished products, of stainless steel","['72181000', '72189911', '72189919', '72189920', '72189980']",['KG'],5,False,15,15,['KG'],0,1,False,True,True,True,True,False,72181000|72189911|72189919|72189920|72189980,KG
24102310,C24,Flat semi-finished products (of alloy steel other than of stainless steel),['72249014'],['KG'],1,True,15,15,['KG'],0,1,True,True,True,True,True,True,72249014,KG
24102321,C24,"Ingots, other primary forms and long semi-finished products for seamless tubes (of alloy steel other than of stainless steel)","['72241010', '72241090', '72249002', '72249003', '72249005', '72249007', '72249031', '72249038']",['KG'],8,False,15,15,['KG'],0,1,False,True,True,True,True,False,72241010|72241090|72249002|72249003|72249005|72249007|72249031|72249038,KG
24102322,C24,"Other ingots, primary forms and long semi-finished products (of alloy steel other than of stainless steel)","['72241010', '72241090', '72249002', '72249003', '72249005', '72249007', '72249018', '72249031', '72249038', '72249090']",['KG'],10,False,15,15,['KG'],0,1,False,True,True,True,True,False,72241010|72241090|72249002|72249003|72249005|72249007|72249018|72249031|72249038|72249090,KG
241023Z0,C24,"Ingots, other primary forms and long semi-finished products, of alloy steel other than stainless steel","['72241010', '72241090', '72249002', '72249003', '72249005', '72249007', '72249018', '72249031', '72249038', '72249090']",['KG'],10,False,15,15,['KG'],0,1,False,True,True,True,True,False,72241010|72241090|72249002|72249003|72249005|72249007|72249018|72249031|72249038|72249090,KG
24103110,C24,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, simply hot-rolled, not clad, plated or coated, in coils","['72081000', '72082500', '72082600', '72082700', '72083600', '72083700', '72083800', '72083900']",['KG'],8,True,15,15,['KG'],0,1,True,True,True,True,True,True,72081000|72082500|72082600|72082700|72083600|72083700|72083800|72083900,KG
24103130,C24,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, with patterns in relief directly due to the rolling process and products of a thickness < 4,75 mm, without patterns in relief (excluding rolled on four faces or in a closed bow pass of a width <= 1 250 mm and of a thickness of >= 4 mm)","['72084000', '72085390', '72085400']",['KG'],3,False,15,15,['KG'],0,1,False,True,True,True,True,False,72084000|72085390|72085400,KG
24103150,C24,"Flat-rolled products, of iron or non-alloy steel, of a width >= 600 mm (excluding ‘wide flats’), not in coils, simply hot-rolled, not clad, plated or coated, without patterns in relief; flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, but not clad, plated or coated","['72085120', '72085191', '72085198', '72085210', '72085291', '72085299', '72085310', '72089020', '72089080']",['KG'],9,False,15,15,['KG'],0,1,False,True,True,True,True,False,72085120|72085191|72085198|72085210|72085291|72085299|72085310|72089020|72089080,KG
24103210,C24,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ‘wide flats’",['72111300'],['KG'],1,False,15,15,['KG'],0,1,False,True,True,True,True,False,72111300,KG
24103230,C24,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated (excluding ‘wide flats’)","['72111400', '72111900']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,72111400|72111900,KG
24103310,C24,"Hot-rolled flat products in coil for rerolling of a width of 600 mm or more, of stainless steel","['72191100', '72191210', '72191290', '72191310', '72191390', '72191410', '72191490']",['KG'],7,False,15,15,['KG'],0,1,False,True,True,True,True,False,72191100|72191210|72191290|72191310|72191390|72191410|72191490,KG
24103320,C24,"Other hot-rolled flat products in coil of a width of 600 mm or more, of stainless steel","['72191100', '72191210', '72191290', '72191310', '72191390', '72191410', '72191490']",['KG'],7,False,15,15,['KG'],0,1,False,True,True,True,True,False,72191100|72191210|72191290|72191310|72191390|72191410|72191490,KG
24103330,C24,"Plates and sheets produced by cutting from hot-rolled wide strip of a width of 600 mm or more, of stainless steel","['72192210', '72192290', '72192300', '72192400']",['KG'],4,True,15,15,['KG'],0,1,True,True,True,True,True,True,72192210|72192290|72192300|72192400,KG
24103340,C24,"Plates and sheets produced on a reversing mill (quarto) of a width of 600 mm or more and wide flats, of stainless steel","['72192110', '72192190']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,72192110|72192190,KG
241033Z0,C24,"Hot-rolled flat products in coil of a width >= 600 mm, of stainless steel","['72191100', '72191210', '72191290', '72191310', '72191390', '72191410', '72191490']",['KG'],7,False,15,15,['KG'],0,1,False,True,True,True,True,False,72191100|72191210|72191290|72191310|72191390|72191410|72191490,KG
24103410,C24,"Hot-rolled flat products in coil for rerolling of a width of less than 600 mm, of stainless steel","['72201100', '72201200']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,72201100|72201200,KG
24103420,C24,"Other hot-rolled flat products in coil of a width of less than 600 mm, of stainless steel","['72201100', '72201200']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,72201100|72201200,KG
241034Z0,C24,"Hot-rolled flat products in coil of a width < 600 mm, of stainless steel","['72201100', '72201200']",['KG'],2,False,15,15,['KG'],0,1,False,True,True,True,True,False,72201100|72201200,KG
24103510,C24,"Flat-rolled products, of tool steel or alloy steel other than stainless steel, of a width >= 600 mm, not further worked than hot-rolled, in coils (excluding products of high-speed or silicon-electrical steel)","['72253010', '72253090']",['KG'],2,True,15,15,['KG'],0,1,True,True,True,True,True,True,72253010|72253090,KG
24103520,C24,"Flat-rolled products of high-speed steel, of a width >= 600 mm, hot-rolled or cold-rolled ‘cold-reduced’",[],[],0,,14,14,['KG'],0,1,False,False,True,False,True,False,,
