sector,indicator,indicator_label,scenario,trend_window,year,value,unit,index_2022_100,observed_or_projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2017,33.318,Mt CO₂e,64.80588189527737,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2018,36.923,Mt CO₂e,71.81786353380534,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2019,35.848,Mt CO₂e,69.72691200497938,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2020,38.669,Mt CO₂e,75.2139578308566,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2021,44.07,Mt CO₂e,85.71928732591613,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Observed history,Observed,2022,51.412,Mt CO₂e,100.0,Observed
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2023,53.57184136660763,Mt CO₂e,104.20104521630675,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2024,55.822418645626925,Mt CO₂e,108.57857824170803,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2025,58.16754369376576,Mt CO₂e,113.14001340886517,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2026,60.61118850555585,Mt CO₂e,117.89307652990712,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2027,63.15749194081516,Mt CO₂e,122.84581798182363,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2028,65.8107667347341,Mt CO₂e,128.00662634158192,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2029,68.57550680245843,Mt CO₂e,133.3842425940606,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Long-run pace (2008–2022),2008–2022,2030,71.45639485054123,Mt CO₂e,138.98777493686538,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2023,55.40577163771313,Mt CO₂e,107.76817015037953,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2024,59.709786251661406,Mt CO₂e,116.13978497561155,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2025,64.3481440441184,Mt CO₂e,125.161721084802,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2026,69.34681736207683,Mt CO₂e,134.88449654181287,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2027,74.7337961286359,Mt CO₂e,145.36255373966372,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2028,80.53924457174611,Mt CO₂e,156.6545642490977,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2029,86.79567012790964,Mt CO₂e,168.82375734830322,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Middle-period pace (2013–2022),2013–2022,2030,93.53810546660782,Mt CO₂e,181.9382740733833,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2023,56.07713464805924,Mt CO₂e,109.07401899957061,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2024,61.165584500438925,Mt CO₂e,118.97141620718689,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2025,66.71576125920717,Mt CO₂e,129.76690511788527,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2026,72.76956211157581,Mt CO₂e,141.54197874343697,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2027,79.37268600348452,Mt CO₂e,154.3855247869846,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2028,86.57497861191023,Mt CO₂e,168.39449663874237,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2029,94.43080862002917,Mt CO₂e,183.67464525797317,Projected
C23,extra_eu_embodied_import_carbon_mtco2e,Carbon embodied in imports,Recent pace (2018–2022),2018–2022,2030,102.99947813565878,Mt CO₂e,200.34131746607557,Projected
