cn8_code,year,extra_eu_import_quantity_100kg
29163200,2018,52603.01
29163200,2019,51851.99
29163200,2020,35498.89
29163200,2021,40400.11
29163200,2022,54353.34
29163990,2008,
29163990,2009,
29163990,2010,
29163990,2011,
29163990,2012,132420.82
29163990,2013,151531.2
29163990,2014,152479.19
29163990,2015,146270.35
29163990,2016,135480.23
29163990,2017,132111.4
29163990,2018,168341.17
29163990,2019,163072.04
29163990,2020,132255.69
29163990,2021,120464.91
29163990,2022,112649.56
29171200,2008,
29171200,2009,250423.0
29171200,2010,614445.18
29171200,2011,788222.69
29171200,2012,915270.37
29171200,2013,703528.88
29171200,2014,651563.4
29171200,2015,610504.97
29171200,2016,311670.24
29171200,2017,911014.22
29171200,2018,793623.91
29171200,2019,678100.97
29171200,2020,589793.86
29171200,2021,1021130.4
29171200,2022,967145.74
29171400,2008,243020.5
29171400,2009,164220.5
29171400,2010,388184.39
29171400,2011,330628.06
29171400,2012,222337.63
29171400,2013,182262.01
29171400,2014,200887.37
29171400,2015,225103.64
29171400,2016,203666.18
29171400,2017,298479.73
29171400,2018,332598.51
29171400,2019,505671.91
29171400,2020,461161.23
29171400,2021,660972.5
29171400,2022,587506.49
29173500,2008,330914.0
29173500,2009,226511.0
29173500,2010,215463.92
29173500,2011,215359.7
29173500,2012,241327.07
29173500,2013,198851.98
29173500,2014,180867.16
29173500,2015,271518.27
29173500,2016,278492.27
29173500,2017,270357.47
29173500,2018,265890.82
29173500,2019,393133.43
29173500,2020,351917.86
29173500,2021,439333.79
29173500,2022,326585.27
29173600,2008,7216295.0
29173600,2009,3754332.0
29173600,2010,3695604.45
29173600,2011,2775794.7
29173600,2012,3190335.0
29173600,2013,2190107.55
29173600,2014,4300767.34
29173600,2015,7274180.4
29173600,2016,8308419.1
29173600,2017,8054831.59
29173600,2018,7878600.49
29173600,2019,7475620.28
29173600,2020,6994800.89
29173600,2021,6054030.43
29173600,2022,6586252.12
29173700,2008,183960.0
29173700,2009,83329.0
29173700,2010,83096.63
29173700,2011,190887.16
29173700,2012,41371.7
29173700,2013,40291.62
29173700,2014,28426.38
29173700,2015,40112.43
29173700,2016,87386.37
29173700,2017,53842.77
29173700,2018,18847.96
29173700,2019,19958.84
29173700,2020,22353.46
29173700,2021,51638.37
29173700,2022,26279.92
29173920,2008,
29173920,2009,50592.0
29173920,2010,78454.1
29173920,2011,45434.15
29173920,2012,72483.42
29173920,2013,47707.53
29173920,2014,34960.79
29173920,2015,33140.68
29173920,2016,27263.92
29173920,2017,31004.18
29173920,2018,28249.96
29173920,2019,27539.81
29173920,2020,27689.97
29173920,2021,28947.96
29173920,2022,30644.67
29173995,2008,
29173995,2009,304148.54
29173995,2010,471675.68
29173995,2011,529825.26
29173995,2012,718606.29
29173995,2013,1090526.23
29173995,2014,1405145.27
29173995,2015,1383908.57
29173995,2016,1584128.71
29173995,2017,1807478.29
29173995,2018,1850369.66
29173995,2019,1880900.32
29173995,2020,1874883.03
29173995,2021,2099146.76
29173995,2022,2213084.21
29181100,2008,562123.61
29181100,2009,490612.85
29181100,2010,624663.92
29181100,2011,168545.57
29181100,2012,132728.87
29181100,2013,391259.28
29181100,2014,425761.44
29181100,2015,421097.46
29181100,2016,479173.07
29181100,2017,538806.64
29181100,2018,511412.59
29181100,2019,237843.65
29181100,2020,271978.6
29181100,2021,247403.72
29181100,2022,334238.05
29181200,2008,53417.96
29181200,2009,39661.0
29181200,2010,65406.32
29181200,2011,57107.8
29181200,2012,63900.29
29181200,2013,77185.53
29181200,2014,67418.65
29181200,2015,48587.86
29181200,2016,68419.52
29181200,2017,88458.23
29181200,2018,111171.28
29181200,2019,91464.0
29181200,2020,99307.08
29181200,2021,103918.52
29181200,2022,99060.5
29181300,2008,14416.69
29181300,2009,5105.49
29181300,2010,4606.36
29181300,2011,5887.76
29181300,2012,4569.44
29181300,2013,7184.51
29181300,2014,6097.12
29181300,2015,8209.05
29181300,2016,7239.25
29181300,2017,6214.9
29181300,2018,6591.7
29181300,2019,6229.26
29181300,2020,7805.91
29181300,2021,6030.87
29181300,2022,14984.86
29181400,2008,1681414.97
29181400,2009,1898260.89
29181400,2010,1908972.41
29181400,2011,1660319.82
29181400,2012,1962737.0
29181400,2013,1662925.1
29181400,2014,1793431.14
29181400,2015,1844941.67
29181400,2016,2035938.13
29181400,2017,1711272.71
29181400,2018,2002910.83
29181400,2019,1992550.38
29181400,2020,2071295.15
29181400,2021,2176621.76
29181400,2022,2453397.93
29181500,2008,475490.74
29181500,2009,491543.83
29181500,2010,738070.4
29181500,2011,667197.47
29181500,2012,541919.76
29181500,2013,552451.51
29181500,2014,488064.89
29181500,2015,538803.01
29181500,2016,666876.88
29181500,2017,778100.82
29181500,2018,785040.58
29181500,2019,794747.94
29181500,2020,854038.96
29181500,2021,885523.34
29181500,2022,918397.08
29181600,2008,70196.0
29181600,2009,46265.51
29181600,2010,43839.2
29181600,2011,31570.47
29181600,2012,31215.36
29181600,2013,35853.66
29181600,2014,40970.13
29181600,2015,35131.19
29181600,2016,31020.32
29181600,2017,26398.59
29181600,2018,30011.19
29181600,2019,40038.31
29181600,2020,48975.82
29181600,2021,44273.84
29181600,2022,62693.52
29181700,2008,
29181700,2009,
29181700,2010,
29181700,2011,
29181700,2012,
29181700,2013,
29181700,2014,
29181700,2015,
29181700,2016,
29181700,2017,0.41
29181700,2018,0.04
29181700,2019,2.71
29181700,2020,1.81
29181700,2021,101.45
29181700,2022,20.35
29181800,2008,43.0
29181800,2009,60.0
29181800,2010,19.34
29181800,2011,420.53
29181800,2012,440.08
29181800,2013,87.34
29181800,2014,43.49
29181800,2015,52.51
29181800,2016,44.64
29181800,2017,131.69
29181800,2018,40.36
29181800,2019,31.08
29181800,2020,40.75
29181800,2021,13.11
29181800,2022,0.13
29181930,2008,6264.0
29181930,2009,9502.0
29181930,2010,8995.38
29181930,2011,10083.58
29181930,2012,6731.14
29181930,2013,7584.21
29181930,2014,9728.52
29181930,2015,9845.02
29181930,2016,11085.67
29181930,2017,5654.26
29181930,2018,5994.32
29181930,2019,6237.71
29181930,2020,6882.09
29181930,2021,7427.84
29181930,2022,6465.48
29181940,2008,20743.0
29181940,2009,16397.0
29181940,2010,16495.37
29181940,2011,5447.3
29181940,2012,13122.35
29181940,2013,10946.37
29181940,2014,2944.96
29181940,2015,13407.01
29181940,2016,7521.39
29181940,2017,9108.1
29181940,2018,12152.62
29181940,2019,16663.02
29181940,2020,11083.86
29181940,2021,12500.18
29181940,2022,5388.35
29181998,2008,
29181998,2009,
29181998,2010,210818.23
29181998,2011,198014.08
29181998,2012,196731.37
29181998,2013,228493.47
29181998,2014,184269.11
29181998,2015,187639.67
29181998,2016,203043.42
29181998,2017,212906.18
29181998,2018,231534.54
29181998,2019,221242.32
29181998,2020,231099.71
29181998,2021,232863.47
29181998,2022,286712.01
29182900,2008,
29182900,2009,335189.0
29182900,2010,448567.78
29182900,2011,546976.03
29182900,2012,455701.17
29182900,2013,430015.95
29182900,2014,489348.83
29182900,2015,576979.89
29182900,2016,521072.05
29182900,2017,614251.66
29182900,2018,591335.42
29182900,2019,547597.29
29182900,2020,539140.08
29182900,2021,616558.02
29182900,2022,526165.7
29183000,2008,194613.6
29183000,2009,184860.3
29183000,2010,216442.16
29183000,2011,200595.87
29183000,2012,244178.82
29183000,2013,253974.02
29183000,2014,263901.61
29183000,2015,259866.42
29183000,2016,280513.65
29183000,2017,302974.67
29183000,2018,284526.23
29183000,2019,298913.74
29183000,2020,320990.65
29183000,2021,313140.28
29183000,2022,346156.95
29189100,2008,16449.0
29189100,2009,3299.0
29189100,2010,281.34
29189100,2011,385.74
29189100,2012,146.86
29189100,2013,398.8
29189100,2014,109.08
29189100,2015,26.43
29189100,2016,4.13
29189100,2017,38.75
29189100,2018,40.64
29189100,2019,112.42
29189100,2020,113.52
29189100,2021,60.94
29189100,2022,50.24
29189940,2008,
29189940,2009,19726.5
29189940,2010,17788.56
29189940,2011,19528.34
29189940,2012,20499.62
29189940,2013,20484.4
29189940,2014,19564.36
29189940,2015,23612.02
29189940,2016,25639.52
29189940,2017,21017.2
29189940,2018,23481.72
29189940,2019,20027.65
29189940,2020,20803.78
29189940,2021,21292.15
29189940,2022,20881.54
29189990,2008,200774.52
29189990,2009,162917.16
29189990,2010,171580.3
29189990,2011,152427.23
29189990,2012,160735.9
29189990,2013,152909.67
29189990,2014,152329.47
29189990,2015,167193.46
29189990,2016,169557.76
29189990,2017,165962.27
29189990,2018,181440.32
29189990,2019,165828.96
29189990,2020,152476.3
29189990,2021,166853.26
29189990,2022,224167.29
29191000,2008,81093.0
29191000,2009,29317.0
29191000,2010,2355.55
29191000,2011,1434.76
29191000,2012,1314.97
29191000,2013,1813.64
29191000,2014,1690.19
29191000,2015,5470.19
29191000,2016,1696.91
29191000,2017,2224.76
29191000,2018,2404.42
29191000,2019,2320.35
29191000,2020,1944.39
29191000,2021,2026.55
29191000,2022,74.6
29199000,2008,
29199000,2009,404209.51
29199000,2010,459228.24
29199000,2011,340244.0
29199000,2012,481837.99
29199000,2013,559856.23
29199000,2014,649905.29
29199000,2015,660934.92
29199000,2016,735577.29
29199000,2017,764332.1
29199000,2018,686189.8
29199000,2019,806441.8
29199000,2020,691941.66
29199000,2021,817512.07
29199000,2022,637855.02
29201100,2008,305.0
29201100,2009,1994.0
29201100,2010,231.57
29201100,2011,19.68
29201100,2012,0.03
29201100,2013,0.12
29201100,2014,0.16
29201100,2015,0.0
29201100,2016,0.01
29201100,2017,211.0
29201100,2018,0.33
29201100,2019,0.07
29201100,2020,200.01
29201100,2021,106.62
29201100,2022,302.45
29201900,2008,10071.0
29201900,2009,8145.0
29201900,2010,10464.38
29201900,2011,16434.41
29201900,2012,12239.74
29201900,2013,10486.32
29201900,2014,13084.7
29201900,2015,11912.42
29201900,2016,13913.06
29201900,2017,12493.57
29201900,2018,14526.24
29201900,2019,12526.11
29201900,2020,19440.46
29201900,2021,19163.06
29201900,2022,28717.09
29202100,2008,
29202100,2009,
29202100,2010,
29202100,2011,
29202100,2012,
29202100,2013,
29202100,2014,
29202100,2015,
29202100,2016,
29202100,2017,560.92
29202100,2018,1523.49
29202100,2019,1088.09
29202100,2020,1.23
29202100,2021,1.09
29202100,2022,110.88
29202200,2008,
29202200,2009,
29202200,2010,
29202200,2011,
29202200,2012,
29202200,2013,
29202200,2014,
29202200,2015,
29202200,2016,
29202200,2017,6.52
29202200,2018,4.75
29202200,2019,2.26
29202200,2020,0.66
29202200,2021,0.43
29202200,2022,10.71
29202300,2008,
29202300,2009,
29202300,2010,
29202300,2011,
29202300,2012,
29202300,2013,
29202300,2014,
29202300,2015,
29202300,2016,
29202300,2017,1280.6
29202300,2018,1719.5
29202300,2019,2778.29
29202300,2020,1478.45
29202300,2021,1168.45
29202300,2022,687.09
29202400,2008,
29202400,2009,
29202400,2010,
29202400,2011,
29202400,2012,
29202400,2013,
29202400,2014,
29202400,2015,
29202400,2016,
29202400,2017,5490.1
29202400,2018,7168.24
29202400,2019,3687.53
29202400,2020,2826.08
29202400,2021,4589.91
29202400,2022,3258.09
29202900,2008,
29202900,2009,
29202900,2010,
29202900,2011,
29202900,2012,
29202900,2013,
29202900,2014,
29202900,2015,
29202900,2016,
29202900,2017,182302.72
29202900,2018,240181.14
29202900,2019,243065.46
29202900,2020,231072.28
29202900,2021,280520.63
29202900,2022,239015.18
29203000,2008,
29203000,2009,
29203000,2010,
29203000,2011,
29203000,2012,
29203000,2013,
29203000,2014,
29203000,2015,
29203000,2016,
29203000,2017,99.26
29203000,2018,10.26
29203000,2019,12.67
29203000,2020,2.34
29203000,2021,0.15
29203000,2022,0.38
29209010,2008,368109.0
29209010,2009,371296.0
29209010,2010,367555.76
29209010,2011,418322.86
29209010,2012,346521.67
29209010,2013,343667.53
29209010,2014,368260.01
29209010,2015,363536.29
29209010,2016,401695.2
29209010,2017,432826.43
29209010,2018,473620.01
29209010,2019,444467.42
29209010,2020,410590.18
29209010,2021,513188.45
29209010,2022,634348.05
29209070,2008,
29209070,2009,
29209070,2010,
29209070,2011,
29209070,2012,
29209070,2013,
29209070,2014,
29209070,2015,
29209070,2016,
29209070,2017,190709.84
29209070,2018,132707.9
29209070,2019,119493.68
29209070,2020,76497.3
29209070,2021,66837.53
29209070,2022,57244.56
29211100,2008,
29211100,2009,70786.0
29211100,2010,77875.62
29211100,2011,71660.52
29211100,2012,73539.65
29211100,2013,87759.31
29211100,2014,80411.78
29211100,2015,83932.02
29211100,2016,84728.61
29211100,2017,81675.43
29211100,2018,80796.68
29211100,2019,83880.96
29211100,2020,94215.89
29211100,2021,102272.18
29211100,2022,115921.0
29211200,2008,
29211200,2009,
29211200,2010,
29211200,2011,
29211200,2012,
29211200,2013,
29211200,2014,
29211200,2015,
29211200,2016,
29211200,2017,737.2
29211200,2018,825.8
29211200,2019,1316.54
29211200,2020,1340.06
29211200,2021,1520.04
29211200,2022,693.51
29211300,2008,
29211300,2009,
29211300,2010,
29211300,2011,
29211300,2012,
29211300,2013,
29211300,2014,
29211300,2015,
29211300,2016,
29211300,2017,3393.67
29211300,2018,2150.74
29211300,2019,2575.38
29211300,2020,2093.1
29211300,2021,3046.14
29211300,2022,2221.1
29211400,2008,
29211400,2009,
29211400,2010,
29211400,2011,
29211400,2012,
29211400,2013,
29211400,2014,
29211400,2015,
29211400,2016,
29211400,2017,12.86
29211400,2018,16.26
29211400,2019,70.67
29211400,2020,6.0
29211400,2021,36.01
29211400,2022,12.04
29211940,2008,2006.0
29211940,2009,2803.0
29211940,2010,4920.22
29211940,2011,3442.85
29211940,2012,2063.59
29211940,2013,2295.92
29211940,2014,8213.32
29211940,2015,7531.24
29211940,2016,4592.5
29211940,2017,5824.09
29211940,2018,4058.84
29211940,2019,5701.56
29211940,2020,3699.19
29211940,2021,1833.12
29211940,2022,3883.18
29211950,2008,26086.0
29211950,2009,19709.0
29211950,2010,23539.84
29211950,2011,16191.13
29211950,2012,10136.74
29211950,2013,10521.25
29211950,2014,12839.09
29211950,2015,9626.25
29211950,2016,6597.35
29211950,2017,6933.77
29211950,2018,4689.02
29211950,2019,4835.35
29211950,2020,4863.04
29211950,2021,3684.97
29211950,2022,4844.1
29211999,2008,
29211999,2009,
29211999,2010,258630.8
29211999,2011,277192.89
29211999,2012,233957.29
29211999,2013,270981.43
29211999,2014,275742.71
29211999,2015,295071.05
29211999,2016,312278.65
29211999,2017,364880.82
29211999,2018,393552.96
29211999,2019,407968.39
29211999,2020,449419.4
29211999,2021,497138.56
29211999,2022,566626.13
29212900,2008,75359.12
29212900,2009,61014.79
29212900,2010,82118.04
29212900,2011,85669.55
29212900,2012,135625.82
29212900,2013,118689.38
29212900,2014,136363.68
29212900,2015,140525.28
29212900,2016,53192.49
29212900,2017,62165.35
29212900,2018,63585.15
29212900,2019,169481.55
29212900,2020,133854.14
29212900,2021,174154.64
29212900,2022,178871.75
29213010,2008,4169.0
29213010,2009,5948.0
29213010,2010,7426.94
29213010,2011,5329.6
29213010,2012,2785.11
29213010,2013,2097.9
29213010,2014,3502.84
29213010,2015,485.52
29213010,2016,4342.32
29213010,2017,2652.04
29213010,2018,2421.68
29213010,2019,2230.67
29213010,2020,4908.36
29213010,2021,4224.77
29213010,2022,11113.2
29213091,2008,1130.0
29213091,2009,21.0
29213091,2010,727.71
29213091,2011,1227.87
29213091,2012,624.11
29213091,2013,32.75
29213091,2014,47.66
29213091,2015,950.53
29213091,2016,1.95
29213091,2017,0.04
29213091,2018,4.26
29213091,2019,0.12
29213091,2020,0.03
29213091,2021,31.42
29213091,2022,6.2
29213099,2008,8390.0
29213099,2009,8699.26
29213099,2010,11562.57
29213099,2011,16229.12
29213099,2012,12202.88
29213099,2013,15301.4
29213099,2014,49044.27
29213099,2015,34500.33
29213099,2016,55249.14
29213099,2017,74465.28
29213099,2018,73724.99
29213099,2019,52485.52
29213099,2020,38440.93
29213099,2021,72664.71
29213099,2022,98153.63
29214100,2008,2733247.0
29214100,2009,2301385.0
29214100,2010,2561133.2
29214100,2011,2558752.23
29214100,2012,2944666.14
29214100,2013,2745086.48
29214100,2014,3067748.61
29214100,2015,3245112.0
29214100,2016,3472457.24
29214100,2017,3718915.4
29214100,2018,3588533.0
29214100,2019,3935598.46
29214100,2020,3971343.49
29214100,2021,3829225.65
29214100,2022,3972169.61
29214200,2008,
29214200,2009,118763.15
29214200,2010,146048.36
29214200,2011,159156.93
29214200,2012,139448.93
29214200,2013,154618.03
29214200,2014,105689.87
29214200,2015,109999.74
29214200,2016,115423.12
29214200,2017,133802.62
29214200,2018,139266.61
29214200,2019,155216.94
29214200,2020,136971.38
29214200,2021,155547.47
29214200,2022,166474.07
29214300,2008,50119.2
29214300,2009,41583.0
29214300,2010,46373.35
29214300,2011,46965.71
29214300,2012,35534.42
29214300,2013,46326.84
29214300,2014,32312.48
29214300,2015,30333.16
29214300,2016,30926.77
29214300,2017,38893.22
29214300,2018,50083.27
29214300,2019,56534.95
29214300,2020,53691.83
29214300,2021,43022.97
29214300,2022,40707.67
29214400,2008,109980.0
29214400,2009,104313.0
29214400,2010,126373.99
29214400,2011,86178.14
29214400,2012,75732.94
29214400,2013,91790.53
29214400,2014,79489.28
29214400,2015,81577.1
29214400,2016,76353.76
29214400,2017,79017.99
29214400,2018,68298.34
29214400,2019,59298.62
29214400,2020,56906.41
29214400,2021,78200.37
29214400,2022,75190.56
29214500,2008,13222.8
29214500,2009,4827.0
29214500,2010,9349.71
29214500,2011,9166.87
29214500,2012,11365.67
29214500,2013,9612.63
29214500,2014,8314.28
29214500,2015,5240.14
29214500,2016,3513.78
29214500,2017,3557.48
29214500,2018,5128.63
29214500,2019,5569.26
29214500,2020,3664.14
29214500,2021,3882.35
29214500,2022,3468.95
29214600,2008,59.6
29214600,2009,105.92
29214600,2010,0.37
29214600,2011,1.13
29214600,2012,3.08
29214600,2013,0.4
29214600,2014,0.4
29214600,2015,1.29
29214600,2016,7.31
29214600,2017,1.67
29214600,2018,4.88
29214600,2019,26.12
29214600,2020,5.52
29214600,2021,2.5
29214600,2022,2.8
29214900,2008,
29214900,2009,74046.89
29214900,2010,93448.75
29214900,2011,106898.55
29214900,2012,109779.34
29214900,2013,115945.85
29214900,2014,111229.06
29214900,2015,103543.93
29214900,2016,95071.93
29214900,2017,92988.92
29214900,2018,97338.37
29214900,2019,98440.44
29214900,2020,79853.68
29214900,2021,85678.55
29214900,2022,84968.42
29215111,2008,22152.0
29215111,2009,19143.0
29215111,2010,29544.1
29215111,2011,30037.01
29215111,2012,24486.33
29215111,2013,25909.31
29215111,2014,28814.79
29215111,2015,30024.75
29215111,2016,20867.54
29215111,2017,30018.73
29215111,2018,28195.09
29215111,2019,31366.17
29215111,2020,19457.42
29215111,2021,18878.32
29215111,2022,28072.32
29215119,2008,235854.25
29215119,2009,187963.25
29215119,2010,365905.65
29215119,2011,387870.84
29215119,2012,457115.99
29215119,2013,60083.26
29215119,2014,28610.74
29215119,2015,33279.24
29215119,2016,36654.8
29215119,2017,38420.97
29215119,2018,33522.59
29215119,2019,24292.39
29215119,2020,27216.58
29215119,2021,37331.12
29215119,2022,39314.62
29215190,2008,83522.25
29215190,2009,87531.0
29215190,2010,119379.77
29215190,2011,139182.25
29215190,2012,178000.97
29215190,2013,172217.32
29215190,2014,249055.58
29215190,2015,249795.09
29215190,2016,250421.82
29215190,2017,202272.25
29215190,2018,191138.08
29215190,2019,213548.85
29215190,2020,217131.41
29215190,2021,250669.32
29215190,2022,282113.22
29215950,2008,
29215950,2009,49398.0
29215950,2010,83714.9
29215950,2011,77482.65
29215950,2012,78536.0
29215950,2013,77213.11
29215950,2014,82153.52
29215950,2015,89180.82
29215950,2016,86931.66
29215950,2017,85751.2
29215950,2018,84854.53
29215950,2019,74891.07
29215950,2020,60843.66
29215950,2021,95348.73
29215950,2022,67043.59
29215990,2008,166514.04
29215990,2009,116276.04
29215990,2010,151382.03
29215990,2011,172232.88
29215990,2012,159589.52
29215990,2013,157131.11
29215990,2014,176373.74
29215990,2015,142766.26
29215990,2016,166617.52
29215990,2017,166829.89
29215990,2018,155435.7
29215990,2019,121925.01
29215990,2020,123229.54
29215990,2021,127165.63
29215990,2022,111385.3
29221100,2008,215523.4
29221100,2009,332828.0
29221100,2010,388481.95
29221100,2011,468665.64
29221100,2012,371415.21
29221100,2013,383668.55
29221100,2014,360484.95
29221100,2015,410658.27
29221100,2016,344106.68
29221100,2017,365028.27
29221100,2018,488551.67
29221100,2019,530955.97
29221100,2020,426648.76
29221100,2021,385058.98
29221100,2022,394007.8
29221200,2008,75583.75
29221200,2009,117542.0
29221200,2010,107973.07
29221200,2011,61129.76
29221200,2012,67947.18
29221200,2013,78632.97
29221200,2014,83309.36
29221200,2015,111291.95
29221200,2016,96403.55
29221200,2017,94384.23
29221200,2018,125115.41
29221200,2019,143692.26
29221200,2020,72097.24
29221200,2021,81316.26
29221200,2022,50917.05
29222100,2008,33088.0
29222100,2009,21545.0
29222100,2010,15677.04
29222100,2011,12134.88
29222100,2012,6470.43
29222100,2013,8004.17
29222100,2014,6470.68
29222100,2015,3946.74
29222100,2016,4273.93
29222100,2017,4136.23
29222100,2018,5518.13
29222100,2019,6211.89
29222100,2020,6259.68
29222100,2021,9089.35
29222100,2022,6007.18
29222900,2008,143340.87
29222900,2009,81655.35
29222900,2010,133656.71
29222900,2011,125930.72
29222900,2012,116214.52
29222900,2013,130681.91
29222900,2014,136288.25
29222900,2015,128947.12
29222900,2016,131507.04
29222900,2017,117258.69
29222900,2018,126236.39
29222900,2019,125179.69
29222900,2020,139959.99
29222900,2021,136299.9
29222900,2022,135779.27
29223100,2008,69.5
29223100,2009,138.0
29223100,2010,89.94
29223100,2011,178.47
29223100,2012,272.54
29223100,2013,60.95
29223100,2014,243.7
29223100,2015,59.57
29223100,2016,237.23
29223100,2017,50.27
29223100,2018,65.6
29223100,2019,53.04
29223100,2020,64.15
29223100,2021,53.87
29223100,2022,40.3
29223900,2008,12800.47
29223900,2009,6032.24
29223900,2010,11984.66
29223900,2011,9125.36
29223900,2012,6274.94
29223900,2013,8060.45
29223900,2014,4974.25
29223900,2015,3741.03
29223900,2016,3097.88
29223900,2017,4562.27
29223900,2018,4250.62
29223900,2019,3145.14
29223900,2020,3780.95
29223900,2021,2380.21
29223900,2022,3887.03
29224300,2008,6840.0
29224300,2009,3220.0
29224300,2010,4699.2
29224300,2011,3381.75
29224300,2012,5081.22
29224300,2013,3931.13
29224300,2014,5587.27
29224300,2015,9394.49
29224300,2016,11433.26
29224300,2017,10710.81
29224300,2018,12389.21
29224300,2019,10668.68
29224300,2020,5969.44
29224300,2021,6242.91
29224300,2022,7166.39
29224400,2008,61.0
29224400,2009,85.0
29224400,2010,45.39
29224400,2011,249.68
29224400,2012,127.77
29224400,2013,41.74
29224400,2014,70.57
29224400,2015,0.5
29224400,2016,6.51
29224400,2017,1.04
29224400,2018,0.04
29224400,2019,4.61
29224400,2020,0.0
29224400,2021,0.27
29224400,2022,5.41
29224920,2008,1320.0
29224920,2009,1691.2
29224920,2010,1489.96
29224920,2011,1211.2
29224920,2012,3715.64
29224920,2013,3317.96
29224920,2014,4588.64
29224920,2015,4269.06
29224920,2016,4611.81
29224920,2017,6684.52
29224920,2018,6476.79
29224920,2019,5257.24
29224920,2020,5218.38
29224920,2021,15992.36
29224920,2022,11887.74
29224985,2008,
29224985,2009,599380.93
29224985,2010,802609.46
29224985,2011,856158.66
29224985,2012,821917.94
29224985,2013,894086.21
29224985,2014,973671.93
29224985,2015,989496.33
29224985,2016,1139054.67
29224985,2017,1258542.47
29224985,2018,1357621.16
29224985,2019,1618307.73
29224985,2020,1517471.32
29224985,2021,1609314.14
29224985,2022,1877451.9
29225000,2008,137836.25
29225000,2009,174550.63
29225000,2010,279370.83
29225000,2011,302137.74
29225000,2012,331629.87
29225000,2013,578552.74
29225000,2014,652242.42
29225000,2015,767015.76
29225000,2016,1075765.6
29225000,2017,1265980.07
29225000,2018,1794144.5
29225000,2019,1353114.6
29225000,2020,1788197.16
29225000,2021,1531510.35
29225000,2022,1837066.21
29242100,2008,
29242100,2009,54165.22
29242100,2010,72445.85
29242100,2011,66735.37
29242100,2012,90320.7
29242100,2013,70784.42
29242100,2014,44723.42
29242100,2015,52427.82
29242100,2016,37217.19
29242100,2017,25849.16
29242100,2018,13835.15
29242100,2019,27883.75
29242100,2020,14304.36
29242100,2021,8377.54
29242100,2022,10946.34
29251100,2008,48232.5
29251100,2009,36009.25
29251100,2010,46501.42
29251100,2011,37861.96
29251100,2012,36391.77
29251100,2013,38647.63
29251100,2014,38658.11
29251100,2015,41111.73
29251100,2016,42204.36
29251100,2017,45766.92
29251100,2018,38840.92
29251100,2019,34031.22
29251100,2020,43472.71
29251100,2021,41208.58
29251100,2022,31149.47
29251200,2008,5.0
29251200,2009,6.0
29251200,2010,3.04
29251200,2011,5.35
29251200,2012,
29251200,2013,
29251200,2014,
29251200,2015,
29251200,2016,64.8
29251200,2017,54.0
29251200,2018,
29251200,2019,60.0
29251200,2020,2.27
29251200,2021,0.14
29251200,2022,0.32
29251920,2008,
29251920,2009,530.0
29251920,2010,2198.2
29251920,2011,1917.54
29251920,2012,766.84
29251920,2013,1092.66
29251920,2014,1074.41
29251920,2015,2279.47
29251920,2016,2543.53
29251920,2017,2007.25
29251920,2018,8490.68
29251920,2019,5985.28
29251920,2020,6921.37
29251920,2021,4207.7
29251920,2022,5960.22
29251995,2008,106080.0
29251995,2009,107396.0
29251995,2010,90018.72
29251995,2011,87743.63
29251995,2012,96160.47
29251995,2013,130643.18
29251995,2014,108454.93
29251995,2015,120858.69
29251995,2016,127129.99
29251995,2017,134179.49
29251995,2018,100499.08
29251995,2019,105870.97
29251995,2020,116892.98
29251995,2021,103147.69
29251995,2022,57846.05
29252100,2008,27860.0
29252100,2009,1133.55
29252100,2010,1192.4
29252100,2011,651.75
29252100,2012,878.67
29252100,2013,1070.03
29252100,2014,521.34
29252100,2015,442.78
29252100,2016,432.95
29252100,2017,264.76
29252100,2018,442.94
29252100,2019,97.21
29252100,2020,18.35
29252100,2021,898.75
29252100,2022,1125.1
29252900,2008,177821.36
29252900,2009,107057.44
29252900,2010,122241.91
29252900,2011,140558.99
29252900,2012,140393.76
29252900,2013,145158.72
29252900,2014,149696.77
29252900,2015,164341.7
29252900,2016,190551.62
29252900,2017,194738.98
29252900,2018,205118.63
29252900,2019,232171.42
29252900,2020,275398.26
29252900,2021,289658.81
29252900,2022,347218.64
29261000,2008,1297874.0
29261000,2009,1058635.0
29261000,2010,1012442.26
29261000,2011,1276183.73
29261000,2012,1244907.18
29261000,2013,1257711.0
29261000,2014,1270067.02
29261000,2015,1500242.86
29261000,2016,1096577.42
29261000,2017,1778386.74
29261000,2018,1888120.77
29261000,2019,1454870.39
29261000,2020,1281989.41
29261000,2021,1289585.64
29261000,2022,1050691.0
29262000,2008,42716.0
29262000,2009,19363.0
29262000,2010,30914.21
29262000,2011,32589.19
29262000,2012,32242.24
29262000,2013,36701.48
29262000,2014,47779.16
29262000,2015,45205.31
29262000,2016,56485.02
29262000,2017,48778.22
29262000,2018,36033.36
29262000,2019,47282.4
29262000,2020,54456.2
29262000,2021,48569.91
29262000,2022,41273.05
29263000,2008,25.0
29263000,2009,2.0
29263000,2010,0.0
29263000,2011,2.59
29263000,2012,0.6
29263000,2013,3.61
29263000,2014,24.24
29263000,2015,0.04
29263000,2016,847.28
29263000,2017,6.26
29263000,2018,285.05
29263000,2019,0.41
29263000,2020,10.22
29263000,2021,1.59
29263000,2022,180.48
29264000,2008,
29264000,2009,
29264000,2010,
29264000,2011,
29264000,2012,
29264000,2013,
29264000,2014,
29264000,2015,
29264000,2016,
29264000,2017,1993.48
29264000,2018,2308.95
