snapshot_date,eu27_hosted_projects,credits_issued_total,credits_retired_total,annual_transaction_year_start,annual_transaction_year_end,latest_year_partial,latest_year_cutoff
2026-06-01 20:33:13.820968+00:00,178,19309852.0,13702538.0,2009,2026,True,2026-06-01
