sector,product,prodcom_code,cn8_code,prodcom_unit,matched_years,production_missing_or_suppressed_years,extra_eu_import_missing_years,official_mapping,production_change_2008_2022_pct,extra_eu_import_change_2008_2022_pct,import_share_2008_pct,import_share_2022_pct,import_share_change_pp
C20,Polypropylene,20165130,39021000,KG,15,0,0,Reference to HS/CN: 3902 10,1.2628470310023232,163.54662552963984,5.701846779275472,13.597146239380706,7.8952994601052335
C20,Ethylene,20141130,29012100,KG,15,0,0,Reference to HS/CN: 2901 21,-23.9080477224481,-13.626811715315823,10.811068383661782,12.09513666757746,1.284068283915678
C23,Cement clinker,23511100,25231000,KG,15,0,0,Reference to HS/CN: 2523 10,-29.97319489735829,-30.814493075832615,37.06733826155669,36.785829783514664,-0.28150847804202783
C23,Ready-mixed concrete,23631000,38245010,KG,15,0,0,Reference to HS/CN: 3824 50 10,-29.826889642894294,-80.19050600368645,0.04526963858186605,0.012783530419381545,-0.032486108162484505
