prodcom_code,sector,product_label,year,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg
20122120,C20,Acid and mordant dyes and preparations based thereon,2016,1,1,264728.61,26472861.0
20122120,C20,Acid and mordant dyes and preparations based thereon,2017,1,1,267447.41,26744740.999999996
20122120,C20,Acid and mordant dyes and preparations based thereon,2018,1,1,258513.3,25851330.0
20122120,C20,Acid and mordant dyes and preparations based thereon,2019,1,1,220964.11,22096411.0
20122120,C20,Acid and mordant dyes and preparations based thereon,2020,1,1,177167.75,17716775.0
20122120,C20,Acid and mordant dyes and preparations based thereon,2021,1,1,211469.21,21146921.0
20122120,C20,Acid and mordant dyes and preparations based thereon,2022,1,1,212873.31,21287331.0
20122130,C20,Basic dyes and preparations based thereon,2008,1,1,67757.95,6775795.0
20122130,C20,Basic dyes and preparations based thereon,2009,1,1,61212.33,6121233.0
20122130,C20,Basic dyes and preparations based thereon,2010,1,1,90066.23,9006623.0
20122130,C20,Basic dyes and preparations based thereon,2011,1,1,78035.69,7803569.0
20122130,C20,Basic dyes and preparations based thereon,2012,1,1,73680.22,7368022.0
20122130,C20,Basic dyes and preparations based thereon,2013,1,1,79740.86,7974086.0
20122130,C20,Basic dyes and preparations based thereon,2014,1,1,76511.61,7651161.0
20122130,C20,Basic dyes and preparations based thereon,2015,1,1,75583.25,7558325.0
20122130,C20,Basic dyes and preparations based thereon,2016,1,1,76929.65,7692964.999999999
20122130,C20,Basic dyes and preparations based thereon,2017,1,1,70712.5,7071250.0
20122130,C20,Basic dyes and preparations based thereon,2018,1,1,69249.76,6924975.999999999
20122130,C20,Basic dyes and preparations based thereon,2019,1,1,67930.55,6793055.0
20122130,C20,Basic dyes and preparations based thereon,2020,1,1,60264.76,6026476.0
20122130,C20,Basic dyes and preparations based thereon,2021,1,1,53090.96,5309096.0
20122130,C20,Basic dyes and preparations based thereon,2022,1,1,54133.78,5413378.0
20122140,C20,Direct dyes and preparations based thereon,2008,1,1,123056.47,12305647.0
20122140,C20,Direct dyes and preparations based thereon,2009,1,1,91470.29,9147029.0
20122140,C20,Direct dyes and preparations based thereon,2010,1,1,133672.82,13367282.0
20122140,C20,Direct dyes and preparations based thereon,2011,1,1,127331.48,12733148.0
20122140,C20,Direct dyes and preparations based thereon,2012,1,1,142592.7,14259270.000000002
20122140,C20,Direct dyes and preparations based thereon,2013,1,1,173049.76,17304976.0
20122140,C20,Direct dyes and preparations based thereon,2014,1,1,180010.5,18001050.0
20122140,C20,Direct dyes and preparations based thereon,2015,1,1,180523.17,18052317.0
20122140,C20,Direct dyes and preparations based thereon,2016,1,1,198254.4,19825440.0
20122140,C20,Direct dyes and preparations based thereon,2017,1,1,203877.54,20387754.0
20122140,C20,Direct dyes and preparations based thereon,2018,1,1,211634.48,21163448.0
20122140,C20,Direct dyes and preparations based thereon,2019,1,1,196788.65,19678865.0
20122140,C20,Direct dyes and preparations based thereon,2020,1,1,204895.94,20489594.0
20122140,C20,Direct dyes and preparations based thereon,2021,1,1,214938.96,21493896.0
20122140,C20,Direct dyes and preparations based thereon,2022,1,1,232483.78,23248378.0
20122150,C20,Other synthetic organic colouring matters,2008,6,5,,
20122150,C20,Other synthetic organic colouring matters,2009,6,5,,
20122150,C20,Other synthetic organic colouring matters,2010,6,5,,
20122150,C20,Other synthetic organic colouring matters,2011,6,5,,
20122150,C20,Other synthetic organic colouring matters,2012,6,5,,
20122150,C20,Other synthetic organic colouring matters,2013,6,5,,
20122150,C20,Other synthetic organic colouring matters,2014,6,5,,
20122150,C20,Other synthetic organic colouring matters,2015,6,5,,
20122150,C20,Other synthetic organic colouring matters,2016,6,5,,
20122150,C20,Other synthetic organic colouring matters,2017,6,5,,
20122150,C20,Other synthetic organic colouring matters,2018,6,5,,
20122150,C20,Other synthetic organic colouring matters,2019,6,5,,
20122150,C20,Other synthetic organic colouring matters,2020,6,5,,
20122150,C20,Other synthetic organic colouring matters,2021,6,5,,
20122150,C20,Other synthetic organic colouring matters,2022,6,6,1288718.1199999999,128871811.99999999
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2008,1,1,365053.1,36505310.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2009,1,1,300868.62,30086862.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2010,1,1,391724.22,39172422.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2011,1,1,372721.44,37272144.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2012,1,1,174995.97,17499597.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2013,1,1,208118.85,20811885.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2014,1,1,198695.43,19869543.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2015,1,1,170335.94,17033594.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2016,1,1,171208.93,17120893.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2017,1,1,166031.31,16603131.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2018,1,1,185222.22,18522222.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2019,1,1,224121.85,22412185.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2020,1,1,201127.77,20112777.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2021,1,1,193895.84,19389584.0
20122160,C20,Synthetic organic products used as fluorescent brightening agents,2022,1,1,172777.34,17277734.0
20122170,C20,Colour lakes; preparations based on colour lakes,2008,1,1,6869.61,686961.0
20122170,C20,Colour lakes; preparations based on colour lakes,2009,1,1,6219.4,621940.0
20122170,C20,Colour lakes; preparations based on colour lakes,2010,1,1,7271.39,727139.0
20122170,C20,Colour lakes; preparations based on colour lakes,2011,1,1,9766.9,976690.0
20122170,C20,Colour lakes; preparations based on colour lakes,2012,1,1,9433.03,943303.0000000001
20122170,C20,Colour lakes; preparations based on colour lakes,2013,1,1,10346.34,1034634.0
20122170,C20,Colour lakes; preparations based on colour lakes,2014,1,1,30367.48,3036748.0
20122170,C20,Colour lakes; preparations based on colour lakes,2015,1,1,17293.86,1729386.0
20122170,C20,Colour lakes; preparations based on colour lakes,2016,1,1,15568.97,1556897.0
20122170,C20,Colour lakes; preparations based on colour lakes,2017,1,1,23668.85,2366885.0
20122170,C20,Colour lakes; preparations based on colour lakes,2018,1,1,31957.63,3195763.0
20122170,C20,Colour lakes; preparations based on colour lakes,2019,1,1,15863.93,1586393.0
20122170,C20,Colour lakes; preparations based on colour lakes,2020,1,1,11976.13,1197613.0
20122170,C20,Colour lakes; preparations based on colour lakes,2021,1,1,6913.11,691311.0
20122170,C20,Colour lakes; preparations based on colour lakes,2022,1,1,8772.71,877270.9999999999
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2008,4,4,352776.25,35277625.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2009,4,4,237432.0,23743200.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2010,4,4,316782.81,31678281.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2011,4,4,329487.37,32948737.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2012,4,4,294225.33999999997,29422533.999999996
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2013,4,4,304796.89,30479689.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2014,4,4,280945.42,28094542.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2015,4,4,267030.63,26703063.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2016,4,4,306636.14,30663614.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2017,4,4,300913.6,30091359.999999996
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2018,4,4,305007.09,30500709.000000004
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2019,4,4,256593.63,25659363.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2020,4,4,193679.60000000003,19367960.000000004
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2021,4,4,247575.36000000002,24757536.0
20122250,C20,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",2022,4,4,268000.64,26800064.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2008,2,2,110585.72,11058572.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2009,2,2,83489.21,8348921.000000001
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2010,2,2,96776.57,9677657.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2011,2,2,91064.68000000001,9106468.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2012,2,2,81873.72,8187372.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2013,2,2,93747.01000000001,9374701.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2014,2,2,102002.43000000001,10200243.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2015,2,2,101529.93000000001,10152993.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2016,2,2,109289.43999999999,10928943.999999998
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2017,2,2,113626.98000000001,11362698.000000002
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2018,2,2,121177.44,12117744.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2019,2,2,129028.59,12902859.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2020,2,2,115222.84,11522284.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2021,2,2,123270.81999999999,12327082.0
20122270,C20,Colouring matter of vegetable or animal origin and preparations based thereon (including dyeing extracts) (excluding animal black),2022,2,2,126221.22,12622122.0
20122330,C20,Synthetic organic tanning substances,2008,1,1,85580.6,8558060.0
20122330,C20,Synthetic organic tanning substances,2009,1,1,49703.0,4970300.0
20122330,C20,Synthetic organic tanning substances,2010,1,1,68552.54,6855253.999999999
20122330,C20,Synthetic organic tanning substances,2011,1,1,72510.07,7251007.000000001
20122330,C20,Synthetic organic tanning substances,2012,1,1,50281.52,5028152.0
20122330,C20,Synthetic organic tanning substances,2013,1,1,38635.13,3863512.9999999995
20122330,C20,Synthetic organic tanning substances,2014,1,1,43667.04,4366704.0
20122330,C20,Synthetic organic tanning substances,2015,1,1,44714.62,4471462.0
20122330,C20,Synthetic organic tanning substances,2016,1,1,38858.39,3885839.0
20122330,C20,Synthetic organic tanning substances,2017,1,1,40091.93,4009193.0
20122330,C20,Synthetic organic tanning substances,2018,1,1,36106.11,3610611.0
20122330,C20,Synthetic organic tanning substances,2019,1,1,32567.27,3256727.0
20122330,C20,Synthetic organic tanning substances,2020,1,1,27267.86,2726786.0
20122330,C20,Synthetic organic tanning substances,2021,1,1,30705.14,3070514.0
20122330,C20,Synthetic organic tanning substances,2022,1,1,32341.37,3234137.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2008,1,1,77357.0,7735700.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2009,1,1,61677.0,6167700.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2010,1,1,87385.65,8738565.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2011,1,1,89727.66,8972766.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2012,1,1,79097.45,7909745.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2013,1,1,97530.67,9753067.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2014,1,1,90750.32,9075032.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2015,1,1,106301.91,10630191.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2016,1,1,117389.77,11738977.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2017,1,1,133521.37,13352137.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2018,1,1,118073.82,11807382.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2019,1,1,128516.68,12851668.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2020,1,1,92631.62,9263162.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2021,1,1,84817.34,8481734.0
20122350,C20,Inorganic tanning substances; tanning preparations; enzymatic preparations for pre-tanning,2022,1,1,110429.41,11042941.0
20132111,C20,Chlorine,2008,1,1,147565.03,14756503.0
20132111,C20,Chlorine,2009,1,1,109844.75,10984475.0
20132111,C20,Chlorine,2010,1,1,100759.63,10075963.0
20132111,C20,Chlorine,2011,1,1,88559.62,8855962.0
20132111,C20,Chlorine,2012,1,1,44215.2,4421520.0
20132111,C20,Chlorine,2013,1,1,26986.81,2698681.0
20132111,C20,Chlorine,2014,1,1,31631.8,3163180.0
20132111,C20,Chlorine,2015,1,1,31517.59,3151759.0
20132111,C20,Chlorine,2016,1,1,12302.4,1230240.0
20132111,C20,Chlorine,2017,1,1,177587.48,17758748.0
20132111,C20,Chlorine,2018,1,1,379950.12,37995012.0
20132111,C20,Chlorine,2019,1,1,11058.42,1105842.0
20132111,C20,Chlorine,2020,1,1,24357.82,2435782.0
20132111,C20,Chlorine,2021,1,1,8241.98,824198.0
20132111,C20,Chlorine,2022,1,1,9950.77,995077.0
20132116,C20,Iodine; fluorine; bromine,2008,3,3,410320.4,41032040.0
20132116,C20,Iodine; fluorine; bromine,2009,3,3,304865.01,30486501.0
20132116,C20,Iodine; fluorine; bromine,2010,3,3,262750.8,26275080.0
20132116,C20,Iodine; fluorine; bromine,2011,3,3,375502.91000000003,37550291.0
20132116,C20,Iodine; fluorine; bromine,2012,3,3,365530.37,36553037.0
20132116,C20,Iodine; fluorine; bromine,2013,3,3,369730.31,36973031.0
20132116,C20,Iodine; fluorine; bromine,2014,3,3,394487.2,39448720.0
20132116,C20,Iodine; fluorine; bromine,2015,3,3,334147.48,33414748.0
20132116,C20,Iodine; fluorine; bromine,2016,3,3,347462.07,34746207.0
20132116,C20,Iodine; fluorine; bromine,2017,3,3,343214.06,34321406.0
20132116,C20,Iodine; fluorine; bromine,2018,3,3,330263.33999999997,33026333.999999996
20132116,C20,Iodine; fluorine; bromine,2019,3,3,325361.25,32536125.0
20132116,C20,Iodine; fluorine; bromine,2020,3,3,303870.52999999997,30387052.999999996
20132116,C20,Iodine; fluorine; bromine,2021,3,3,272507.97,27250796.999999996
20132116,C20,Iodine; fluorine; bromine,2022,3,3,255378.99,25537899.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2008,1,1,72619.0,7261900.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2009,1,1,12143.0,1214300.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2010,1,1,16576.29,1657629.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2011,1,1,17129.01,1712900.9999999998
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2012,1,1,18416.56,1841656.0000000002
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2013,1,1,20994.72,2099472.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2014,1,1,20763.97,2076397.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2015,1,1,19359.9,1935990.0000000002
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2016,1,1,14907.37,1490737.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2017,1,1,45029.78,4502978.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2018,1,1,13197.09,1319709.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2019,1,1,22875.97,2287597.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2020,1,1,10182.4,1018240.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2021,1,1,3360.08,336008.0
20132120,C20,"Sulphur, sublimed or precipitated; colloidal sulphur",2022,1,1,3434.87,343487.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2008,1,0,,
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2009,1,1,3358161.9,335816190.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2010,1,1,4671308.01,467130801.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2011,1,1,6068522.57,606852257.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2012,1,1,5609560.16,560956016.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2013,1,1,5911274.64,591127464.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2014,1,1,6326491.93,632649193.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2015,1,1,6066107.02,606610702.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2016,1,1,6604456.74,660445674.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2017,1,1,7585136.21,758513621.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2018,1,1,7794385.57,779438557.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2019,1,1,7023172.43,702317243.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2020,1,1,5960609.81,596060981.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2021,1,1,7485983.39,748598339.0
20132130,C20,"Carbon (carbon blacks and other forms of carbon, n.e.c.)",2022,1,1,7769410.11,776941011.0
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2008,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2009,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2010,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2011,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2012,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2013,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2014,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2015,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2016,6,1,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2017,6,5,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2018,6,5,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2019,6,5,,
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2020,6,6,90994.18000000001,9099418.0
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2021,6,6,64601.759999999995,6460175.999999999
20132237,C20,Halides and halide-oxides of non-metals (excluding chlorides and chloride oxides of phosphorus),2022,6,6,84055.66,8405566.0
20132415,C20,Chlorosulphuric acid,2008,1,1,61204.15,6120415.0
20132415,C20,Chlorosulphuric acid,2009,1,1,51200.0,5120000.0
20132415,C20,Chlorosulphuric acid,2010,1,1,79850.88,7985088.0
20132415,C20,Chlorosulphuric acid,2011,1,1,92146.21,9214621.0
20132415,C20,Chlorosulphuric acid,2012,1,1,71985.5,7198550.0
20132415,C20,Chlorosulphuric acid,2013,1,1,69919.65,6991964.999999999
20132415,C20,Chlorosulphuric acid,2014,1,1,66275.79,6627578.999999999
20132415,C20,Chlorosulphuric acid,2015,1,1,75658.53,7565853.0
20132415,C20,Chlorosulphuric acid,2016,1,1,67122.73,6712273.0
20132415,C20,Chlorosulphuric acid,2017,1,1,64273.29,6427329.0
20132415,C20,Chlorosulphuric acid,2018,1,1,63966.97,6396697.0
20132415,C20,Chlorosulphuric acid,2019,1,1,66146.71,6614671.000000001
20132415,C20,Chlorosulphuric acid,2020,1,1,42938.02,4293802.0
20132415,C20,Chlorosulphuric acid,2021,1,1,64560.81,6456081.0
20132415,C20,Chlorosulphuric acid,2022,1,1,47200.1,4720010.0
20132550,C20,Peroxides of sodium or potassium,2008,1,1,1954.35,195435.0
20132550,C20,Peroxides of sodium or potassium,2009,1,1,84684.0,8468400.0
20132550,C20,Peroxides of sodium or potassium,2010,1,1,193825.45,19382545.0
20132550,C20,Peroxides of sodium or potassium,2011,1,1,4642.93,464293.0
20132550,C20,Peroxides of sodium or potassium,2012,1,1,4963.34,496334.0
20132550,C20,Peroxides of sodium or potassium,2013,1,1,3385.76,338576.0
20132550,C20,Peroxides of sodium or potassium,2014,1,1,2530.26,253026.00000000003
20132550,C20,Peroxides of sodium or potassium,2015,1,1,11084.13,1108413.0
20132550,C20,Peroxides of sodium or potassium,2016,1,1,39851.77,3985176.9999999995
20132550,C20,Peroxides of sodium or potassium,2017,1,1,6517.18,651718.0
20132550,C20,Peroxides of sodium or potassium,2018,1,1,590.15,59015.0
20132550,C20,Peroxides of sodium or potassium,2019,1,1,711.13,71113.0
20132550,C20,Peroxides of sodium or potassium,2020,1,1,1115.32,111532.0
20132550,C20,Peroxides of sodium or potassium,2021,1,1,185.67,18567.0
20132550,C20,Peroxides of sodium or potassium,2022,1,1,469.9,46990.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2008,1,1,38050.6,3805060.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2009,1,1,64184.7,6418470.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2010,1,1,38477.69,3847769.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2011,1,1,30727.42,3072742.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2012,1,1,31859.88,3185988.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2013,1,1,32956.1,3295610.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2014,1,1,36147.83,3614783.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2015,1,1,30470.01,3047001.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2016,1,1,26162.64,2616264.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2017,1,1,26929.68,2692968.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2018,1,1,35216.08,3521608.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2019,1,1,44926.98,4492698.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2020,1,1,31962.49,3196249.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2021,1,1,29383.1,2938310.0
20132580,C20,Hydrazine and hydroxylamine and their inorganic salts,2022,1,1,26493.67,2649367.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2008,3,3,135636.0,13563600.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2009,3,3,100558.0,10055800.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2010,3,3,126929.48999999999,12692949.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2011,3,3,122630.31999999999,12263032.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2012,3,3,121493.6,12149360.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2013,3,3,128022.17,12802217.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2014,3,3,114541.49,11454149.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2015,3,3,117265.13,11726513.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2016,3,3,144442.48,14444248.000000002
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2017,3,3,145405.19,14540519.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2018,3,3,157475.17,15747517.000000002
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2019,3,3,133709.86,13370985.999999998
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2020,3,3,143511.17,14351117.000000002
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2021,3,3,127554.91,12755491.0
20133150,C20,Chloride oxides and chloride hydroxides of copper and other metals,2022,3,3,119641.54,11964154.0
20134135,C20,Thiosulphates,2008,1,1,303063.0,30306300.0
20134135,C20,Thiosulphates,2009,1,1,140645.0,14064500.0
20134135,C20,Thiosulphates,2010,1,1,196242.36,19624236.0
20134135,C20,Thiosulphates,2011,1,1,156138.66,15613866.0
20134135,C20,Thiosulphates,2012,1,1,212141.96,21214196.0
20134135,C20,Thiosulphates,2013,1,1,146925.51,14692551.0
20134135,C20,Thiosulphates,2014,1,1,260244.98,26024498.0
20134135,C20,Thiosulphates,2015,1,1,312866.3,31286630.0
20134135,C20,Thiosulphates,2016,1,1,214903.65,21490365.0
20134135,C20,Thiosulphates,2017,1,1,222552.17,22255217.0
20134135,C20,Thiosulphates,2018,1,1,6410.82,641082.0
20134135,C20,Thiosulphates,2019,1,1,6816.45,681645.0
20134135,C20,Thiosulphates,2020,1,1,10240.17,1024017.0
20134135,C20,Thiosulphates,2021,1,1,140826.18,14082618.0
20134135,C20,Thiosulphates,2022,1,1,17696.79,1769679.0
20134173,C20,Alums,2008,1,1,25345.0,2534500.0
20134173,C20,Alums,2009,1,1,15648.0,1564800.0
20134173,C20,Alums,2010,1,1,18771.64,1877164.0
20134173,C20,Alums,2011,1,1,21282.91,2128291.0
20134173,C20,Alums,2012,1,1,17169.19,1716918.9999999998
20134173,C20,Alums,2013,1,1,11155.67,1115567.0
20134173,C20,Alums,2014,1,1,12764.94,1276494.0
20134173,C20,Alums,2015,1,1,11827.5,1182750.0
20134173,C20,Alums,2016,1,1,11485.13,1148513.0
20134173,C20,Alums,2017,1,1,12706.46,1270646.0
20134173,C20,Alums,2018,1,1,13281.4,1328140.0
20134173,C20,Alums,2019,1,1,12910.41,1291041.0
20134173,C20,Alums,2020,1,1,10192.29,1019229.0000000001
20134173,C20,Alums,2021,1,1,10048.21,1004820.9999999999
20134173,C20,Alums,2022,1,1,10316.1,1031610.0
20134175,C20,Peroxosulphates (persulphates),2008,1,1,139438.88,13943888.0
20134175,C20,Peroxosulphates (persulphates),2009,1,1,83181.97,8318197.0
20134175,C20,Peroxosulphates (persulphates),2010,1,1,102956.47,10295647.0
