year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2010,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,76432967000,76432967000,KG,:R,27150000,1,1,1608926.35,160892635.0,76432967000,False,0.21005944310251104
2011,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,83409935000,83409935000,KG,:R,27150000,1,1,1138900.17,113890017.0,83409935000,False,0.13635632345240345
2012,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,74413621000,74413621000,KG,:R,27150000,1,1,1073465.1,107346510.00000001,74413621000,False,0.1440487336474733
2013,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,77394468000,77394468000,KG,:R,27150000,1,1,830660.87,83066087.0,77394468000,False,0.107213126977847
2014,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,74355556000,74355556000,KG,:R,27150000,1,1,462596.9,46259690.0,74355556000,False,0.062175485330551616
2015,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,77041498216,77041498216,KG,,27150000,1,1,442685.52,44268552.0,77041498216,False,0.05742765993783544
2016,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,80675552000,80675552000,KG,:R,27150000,1,1,627746.34,62774634.0,80675552000,False,0.07775072461504888
2017,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,86525358903,86525358903,KG,,27150000,1,1,1396154.02,139615402.0,86525358903,False,0.16109784041318884
2018,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,95194046000,95194046000,KG,:R,27150000,1,1,698011.96,69801196.0,95194046000,False,0.07327144352714202
2019,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,97784183255,97784183255,KG,,27150000,1,1,903296.98,90329698.0,97784183255,False,0.09229133844413298
2020,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,91800000000,91800000000,KG,:R,27150000,1,1,995647.68,99564768.0,91800000000,False,0.10834084824161112
2021,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,109200000000,109200000000,KG,:R,27150000,1,1,1474008.48,147400848.0,109200000000,False,0.1348005044993221
2022,C23,23991310,Bituminous mixtures based on natural and artificial aggregate and bitumen or natural asphalt as a binder,PRODQNT,109078103984,109078103984,KG,:E,27150000,1,1,872019.93,87201993.0,109078103984,False,0.07988068390370523
2008,C23,23991320,Pre-coated aggregates,PRODQNT,19784034176,19784034176,KG,:R,25173000,1,1,1290251.0,129025100.0,19784034176,False,0.6479421278854229
2009,C23,23991320,Pre-coated aggregates,PRODQNT,24686495753,24686495753,KG,,25173000,1,1,1155952.0,115595200.0,24686495753,False,0.46607038180390953
2010,C23,23991320,Pre-coated aggregates,PRODQNT,20446810918,20446810918,KG,:E,25173000,1,1,1917713.17,191771317.0,20446810918,False,0.9291884239741238
2011,C23,23991320,Pre-coated aggregates,PRODQNT,22217549912,22217549912,KG,:E,25173000,1,1,2043495.28,204349528.0,22217549912,False,0.9113836610802318
2012,C23,23991320,Pre-coated aggregates,PRODQNT,20320862717,20320862717,KG,,25173000,1,1,2134082.71,213408271.0,20320862717,False,1.039278536475502
2013,C23,23991320,Pre-coated aggregates,PRODQNT,19783201215,19783201215,KG,:E,25173000,1,1,1287652.74,128765274.0,19783201215,False,0.6466728139138543
2014,C23,23991320,Pre-coated aggregates,PRODQNT,20045151765,20045151765,KG,,25173000,1,1,1370581.57,137058157.0,20045151765,False,0.679103812365945
2015,C23,23991320,Pre-coated aggregates,PRODQNT,25150918000,25150918000,KG,:R,25173000,1,1,603267.74,60326774.0,25150918000,False,0.23928518619681227
2016,C23,23991320,Pre-coated aggregates,PRODQNT,25294064000,25294064000,KG,:R,25173000,1,1,1083073.94,108307394.0,25294064000,False,0.42636725650575297
2017,C23,23991320,Pre-coated aggregates,PRODQNT,24898508000,24898508000,KG,:R,25173000,1,1,961976.89,96197689.0,24898508000,False,0.38487226133787183
2018,C23,23991320,Pre-coated aggregates,PRODQNT,27031140939,27031140939,KG,,25173000,1,1,1079451.47,107945147.0,27031140939,False,0.39774790742008337
2019,C23,23991320,Pre-coated aggregates,PRODQNT,28076465694,28076465694,KG,,25173000,1,1,1863710.31,186371031.0,28076465694,False,0.6594208246447704
2020,C23,23991320,Pre-coated aggregates,PRODQNT,27571316430,27571316430,KG,,25173000,1,1,1777165.23,177716523.0,27571316430,False,0.6404422211794113
2021,C23,23991320,Pre-coated aggregates,PRODQNT,27764173597,27764173597,KG,,25173000,1,1,2434283.23,243428323.0,27764173597,False,0.8691508958722018
2022,C23,23991320,Pre-coated aggregates,PRODQNT,25600000000,25600000000,KG,:R,25173000,1,1,2187660.45,218766045.00000003,25600000000,False,0.8473140994372415
2008,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,163152879,163152879,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1224518.49,122451849.0,163152879,False,42.874587496324644
2009,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,131835764,131835764,KG,,38011000|38012010|38012090|38013000|38019000,5,5,660444.67,66044467.00000001,131835764,False,33.375980342371854
2010,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,180244402,180244402,KG,,38011000|38012010|38012090|38013000|38019000,5,5,943249.76,94324976.0,180244402,False,34.35378580345547
2011,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,191099669,191099669,KG,:E,38011000|38012010|38012090|38013000|38019000,5,5,1100784.4499999997,110078444.99999997,191099669,False,36.54928425509696
2012,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,150956262,150956262,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1153327.3399999999,115332733.99999999,150956262,False,43.31111526666314
2013,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,150096130,150096130,KG,:E,38011000|38012010|38012090|38013000|38019000,5,5,875244.0,87524400.0,150096130,False,36.833686045561805
2014,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,123341253,123341253,KG,:E,38011000|38012010|38012090|38013000|38019000,5,5,924128.83,92412883.0,123341253,False,42.832496615499416
2015,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,165713957,165713957,KG,,38011000|38012010|38012090|38013000|38019000,5,5,897597.0,89759700.0,165713957,False,35.13462055306939
2016,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,120504137,120504137,KG,:E,38011000|38012010|38012090|38013000|38019000,5,5,840369.5,84036950.0,120504137,False,41.08560838928171
2017,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,141788403,141788403,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1129617.1,112961710.00000001,141788403,False,44.34216286294641
2018,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,163626360,163626360,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1370132.5899999999,137013259.0,163626360,False,45.57391984986516
2019,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,154894306,154894306,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1124211.5,112421150.0,154894306,False,42.05561162913079
2020,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,122337800,122337800,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1247632.37,124763237.00000001,122337800,False,50.49077839361719
2021,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,144260210,144260210,KG,,38011000|38012010|38012090|38013000|38019000,5,5,1567673.6600000001,156767366.0,144260210,False,52.07741034329692
2022,C23,23991400,"Artificial graphite, colloidal, semi-colloidal graphite, and preparations",PRODQNT,131207967,131207967,KG,:E,38011000|38012010|38012090|38013000|38019000,5,5,1868087.34,186808734.0,131207967,False,58.74179985283226
2008,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,415669155,415669155,KG,:E,28181011|28181019|28181091|28181099,4,4,2454605.0,245460500.0,415669155,False,37.12743758257221
2009,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,230255888,230255888,KG,:R,28181011|28181019|28181091|28181099,4,4,861006.4,86100640.0,230255888,False,27.216331063034048
2010,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,344201154,344201154,KG,:R,28181011|28181019|28181091|28181099,4,4,2017827.46,201782746.0,344201154,False,36.957636662912584
2011,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,375204455,375204455,KG,:R,28181011|28181019|28181091|28181099,4,4,2206273.06,220627306.0,375204455,False,37.028456762646464
2012,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,303735136,303735136,KG,:R,28181011|28181019|28181091|28181099,4,4,1845527.9200000002,184552792.00000003,303735136,False,37.7958948843806
2013,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,308762000,308762000,KG,,28181011|28181019|28181091|28181099,4,4,1996255.0700000003,199625507.00000003,308762000,False,39.266406874943144
2014,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,313577568,313577568,KG,:R,28181011|28181019|28181091|28181099,4,4,2194653.8,219465379.99999997,313577568,False,41.17217586752503
2015,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,289476835,289476835,KG,:R,28181011|28181019|28181091|28181099,4,4,2086316.1400000001,208631614.0,289476835,False,41.88477718433561
2016,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,281893620,281893620,KG,:R,28181011|28181019|28181091|28181099,4,4,2279320.6300000004,227932063.00000003,281893620,False,44.7078424254276
2017,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,283124820,283124820,KG,,28181011|28181019|28181091|28181099,4,4,2495550.63,249555063.0,283124820,False,46.848974583859025
2018,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,313925838,313925838,KG,:R,28181011|28181019|28181091|28181099,4,4,2643716.12,264371612.0,313925838,False,45.71550713218604
2019,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,284405111,284405111,KG,:R,28181011|28181019|28181091|28181099,4,4,2012871.4,201287140.0,284405111,False,41.443350101955815
2020,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,238435490,238435490,KG,,28181011|28181019|28181091|28181099,4,4,1739989.0,173998900.0,238435490,False,42.18826174994767
2021,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,311729884,311729884,KG,,28181011|28181019|28181091|28181099,4,4,2429879.24,242987924.00000003,311729884,False,43.80388018839302
2022,C23,23991500,Artificial corundum (excluding mechanical mixtures),PRODQNT,282305010,282305010,KG,,28181011|28181019|28181091|28181099,4,4,2435085.65,243508565.0,282305010,False,46.310817479369945
2008,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2379324711,2379324711,KG,,68061000,1,1,1037721.73,103772173.0,2379324711,False,4.179143136486655
2009,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,1973485694,1973485694,KG,,68061000,1,1,947153.03,94715303.0,1973485694,False,4.57959855630028
2010,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2000212632,2000212632,KG,,68061000,1,1,1045510.02,104551002.0,2000212632,False,4.96735121754769
2011,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2262992322,2262992322,KG,,68061000,1,1,1186195.37,118619537.00000001,2262992322,False,4.980641012167551
2012,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2357898298,2357898298,KG,,68061000,1,1,1147336.42,114733642.0,2357898298,False,4.640142357782533
2013,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2305191753,2305191753,KG,,68061000,1,1,1017962.24,101796224.0,2305191753,False,4.229195366687119
2014,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2276217107,2276217107,KG,,68061000,1,1,1153361.57,115336157.0,2276217107,False,4.82264638367678
2015,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2292821960,2292821960,KG,:E,68061000,1,1,1241651.35,124165135.00000001,2292821960,False,5.137186510298683
2016,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2357186171,2357186171,KG,,68061000,1,1,1543463.99,154346399.0,2357186171,False,6.14550656613623
2017,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2456748283,2456748283,KG,:E,68061000,1,1,1968453.26,196845326.0,2456748283,False,7.418066026854077
2018,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2578052091,2578052091,KG,,68061000,1,1,2732940.57,273294057.0,2578052091,False,9.584737973384774
2019,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2558272514,2558272514,KG,,68061000,1,1,2398881.22,239888122.00000003,2558272514,False,8.573064709498688
2020,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2349357051,2349357051,KG,,68061000,1,1,2217073.88,221707388.0,2349357051,False,8.623175080210427
2021,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2800000000,2800000000,KG,:R,68061000,1,1,2717076.9,271707690.0,2800000000,False,8.845493042340888
2022,C23,23991910,"Slag wool, rock wool and similar mineral wools and mixtures thereof, in bulk, sheets or rolls",PRODQNT,2705228798,2705228798,KG,,68061000,1,1,2563412.27,256341227.0,2705228798,False,8.655585545373015
2008,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2901723025,2901723025,KG,:R,68062010|68062090,2,2,1009732.61,100973261.0,2901723025,False,3.362753052008138
2009,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2327234692,2327234692,KG,:E,68062010|68062090,2,2,626257.09,62625709.0,2327234692,False,2.6204756132950378
2010,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2900212966,2900212966,KG,:E,68062010|68062090,2,2,732870.28,73287028.0,2900212966,False,2.4646722094461184
2011,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,3008520574,3008520574,KG,:E,68062010|68062090,2,2,1081847.03,108184703.0,3008520574,False,3.4711239397051274
2012,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2496955060,2496955060,KG,,68062010|68062090,2,2,663757.58,66375757.99999999,2496955060,False,2.589433932362607
2013,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1868511393,1868511393,KG,,68062010|68062090,2,2,711659.87,71165987.0,1868511393,False,3.6689599896246663
2014,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1700965851,1700965851,KG,,68062010|68062090,2,2,631290.29,63129029.0,1700965851,False,3.578550661628812
2015,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1716121097,1716121097,KG,,68062010|68062090,2,2,519556.79000000004,51955679.0,1716121097,False,2.9385420195123926
2016,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,3361989877,3361989877,KG,,68062010|68062090,2,2,558990.02,55899002.0,3361989877,False,1.6354833050147268
2017,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2337497757,2337497757,KG,,68062010|68062090,2,2,661968.2,66196819.99999999,2337497757,False,2.7539613656997486
2018,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1798420734,1798420734,KG,:E,68062010|68062090,2,2,842015.4299999999,84201543.0,1798420734,False,4.472567016160937
2019,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1607684570,1607684570,KG,:E,68062010|68062090,2,2,865873.04,86587304.0,1607684570,False,5.1105908873749035
2020,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,1739424552,1739424552,KG,:E,68062010|68062090,2,2,729656.84,72965684.0,1739424552,False,4.025936718851315
2021,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2100000000,2100000000,KG,:R,68062010|68062090,2,2,968666.68,96866668.0,2100000000,False,4.409310287737498
2022,C23,23991920,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials and mixtures thereof",PRODQNT,2000000000,2000000000,KG,:R,68062010|68062090,2,2,991671.0700000001,99167107.0,2000000000,False,4.7241168494548065
2008,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1485757533,1485757533,KG,:R,68069000,1,1,570245.4,57024540.0,1485757533,False,3.696214844466889
2009,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1269304565,1269304565,KG,,68069000,1,1,476184.75,47618475.0,1269304565,False,3.615888974043616
2010,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1384404054,1384404054,KG,:E,68069000,1,1,493927.7,49392770.0,1384404054,False,3.4448932493938904
2011,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1474208269,1474208269,KG,:E,68069000,1,1,564188.86,56418886.0,1474208269,False,3.6859979790440867
2012,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1298932092,1298932092,KG,,68069000,1,1,501062.08,50106208.0,1298932092,False,3.714216861003872
2013,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1170162025,1170162025,KG,,68069000,1,1,366459.83,36645983.0,1170162025,False,3.0366042284333266
2014,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1161658775,1161658775,KG,,68069000,1,1,368205.94,36820594.0,1161658775,False,3.0722759984364822
2015,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1185698220,1185698220,KG,:E,68069000,1,1,360795.29,36079529.0,1185698220,False,2.953035364208454
2016,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1201152415,1201152415,KG,,68069000,1,1,234617.29,23461729.0,1201152415,False,1.9158466456516772
2017,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1315780677,1315780677,KG,,68069000,1,1,263147.78,26314778.000000004,1315780677,False,1.9607232780622155
2018,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1422278896,1422278896,KG,,68069000,1,1,318687.92,31868792.0,1422278896,False,2.191578768992273
2019,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1308106776,1308106776,KG,,68069000,1,1,357440.53,35744053.0,1308106776,False,2.6598229675981395
2020,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1340512656,1340512656,KG,,68069000,1,1,341883.12,34188312.0,1340512656,False,2.4869635503159113
2021,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1800000000,1800000000,KG,:R,68069000,1,1,401803.57,40180357.0,1800000000,False,2.1835010273397892
2022,C23,23991930,Mixtures and articles of heat/sound-insulating materials n.e.c.,PRODQNT,1600000000,1600000000,KG,:R,68069000,1,1,475566.58,47556658.0,1600000000,False,2.886496058820212
2008,C23,23991950,Worked mica and articles of mica,PRODQNT,12179107,12179107,KG,,68141000|68149000,2,2,49595.96,4959596.0,12179107,False,28.93798906486681
2009,C23,23991950,Worked mica and articles of mica,PRODQNT,12515932,12515932,KG,,68141000|68149000,2,2,34368.5,3436850.0,12515932,False,21.543891215964713
2010,C23,23991950,Worked mica and articles of mica,PRODQNT,14564157,14564157,KG,,68141000|68149000,2,2,41343.36,4134336.0,14564157,False,22.11053051173696
2011,C23,23991950,Worked mica and articles of mica,PRODQNT,15697865,15697865,KG,,68141000|68149000,2,2,42821.13,4282113.0,15697865,False,21.432020595818475
2012,C23,23991950,Worked mica and articles of mica,PRODQNT,14563506,14563506,KG,,68141000|68149000,2,2,44017.72,4401772.0,14563506,False,23.20963605173623
2013,C23,23991950,Worked mica and articles of mica,PRODQNT,11961121,11961121,KG,,68141000|68149000,2,2,40115.95,4011594.9999999995,11961121,False,25.11529660954342
2014,C23,23991950,Worked mica and articles of mica,PRODQNT,13093094,13093094,KG,,68141000|68149000,2,2,46269.35,4626935.0,13093094,False,26.111328598841457
2015,C23,23991950,Worked mica and articles of mica,PRODQNT,8257044,8257044,KG,,68141000|68149000,2,2,46503.65,4650365.0,8257044,False,36.028648352275816
2016,C23,23991950,Worked mica and articles of mica,PRODQNT,8729207,8729207,KG,,68141000|68149000,2,2,53085.04,5308504.0,8729207,False,37.81602285443831
2017,C23,23991950,Worked mica and articles of mica,PRODQNT,10760516,10760516,KG,:R,68141000|68149000,2,2,59234.09,5923409.0,10760516,False,35.50368992907844
2018,C23,23991950,Worked mica and articles of mica,PRODQNT,8320144,8320144,KG,:R,68141000|68149000,2,2,55908.27,5590827.0,8320144,False,40.19005574808545
2019,C23,23991950,Worked mica and articles of mica,PRODQNT,9599115,9599115,KG,,68141000|68149000,2,2,54524.74,5452474.0,9599115,False,36.225238411705234
2020,C23,23991950,Worked mica and articles of mica,PRODQNT,8733167,8733167,KG,:E,68141000|68149000,2,2,48083.9,4808390.0,8733167,False,35.50839833262896
2021,C23,23991950,Worked mica and articles of mica,PRODQNT,9142925,9142925,KG,:E,68141000|68149000,2,2,61082.27,6108227.0,9142925,False,40.050922054937224
2022,C23,23991950,Worked mica and articles of mica,PRODQNT,3217571,3217571,KG,:E,68141000|68149000,2,2,72944.66,7294466.0,3217571,False,69.3915556043039
2008,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,93450310,93450310,KG,,68151100|68151200|68151300|68151900,4,0,,,93450310,False,
2009,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,43444095,43444095,KG,:E,68151100|68151200|68151300|68151900,4,0,,,43444095,False,
2010,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,70514769,70514769,KG,,68151100|68151200|68151300|68151900,4,0,,,70514769,False,
2011,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,83107030,83107030,KG,:R,68151100|68151200|68151300|68151900,4,0,,,83107030,False,
2012,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,89613974,89613974,KG,,68151100|68151200|68151300|68151900,4,0,,,89613974,False,
2013,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,88687570,88687570,KG,,68151100|68151200|68151300|68151900,4,0,,,88687570,False,
2014,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,82151763,82151763,KG,,68151100|68151200|68151300|68151900,4,0,,,82151763,False,
2015,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,126114799,126114799,KG,,68151100|68151200|68151300|68151900,4,0,,,126114799,False,
2016,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,109699179,109699179,KG,,68151100|68151200|68151300|68151900,4,0,,,109699179,False,
2017,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,122511288,122511288,KG,,68151100|68151200|68151300|68151900,4,0,,,122511288,False,
2018,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,441073937,441073937,KG,,68151100|68151200|68151300|68151900,4,0,,,441073937,False,
2019,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,77895976,77895976,KG,,68151100|68151200|68151300|68151900,4,0,,,77895976,False,
2020,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,120000000,120000000,KG,:R,68151100|68151200|68151300|68151900,4,0,,,120000000,False,
2021,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,180000000,180000000,KG,:R,68151100|68151200|68151300|68151900,4,0,,,180000000,False,
2022,C23,23991970,Non-electrical articles of graphite or other carbon,PRODQNT,154000000,154000000,KG,:R,68151100|68151200|68151300|68151900,4,4,353571.5,35357150.0,154000000,False,18.672202237940315
2008,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,290112555,290112555,KG,,68152000,1,1,20089.0,2008900.0,290112555,False,0.6876934116325006
2009,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,174489429,174489429,KG,:R,68152000,1,1,15490.0,1549000.0,174489429,False,0.8799215085019874
2010,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,58579557,58579557,KG,:R,68152000,1,1,14948.26,1494826.0,58579557,False,2.488291889739425
2011,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,800000000,800000000,KG,:R,68152000,1,1,17007.43,1700743.0,800000000,False,0.2121418764857001
2012,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,349742325,349742325,KG,:R,68152000,1,1,18563.27,1856327.0,349742325,False,0.5279676100692218
2013,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,324164119,324164119,KG,:R,68152000,1,1,53258.7,5325870.0,324164119,False,1.6163981237074854
2014,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,314220657,314220657,KG,,68152000,1,1,20603.12,2060312.0,314220657,False,0.6514182647518068
2015,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,330299834,330299834,KG,,68152000,1,1,50459.77,5045977.0,330299834,False,1.5047085231072113
2016,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,372157230,372157230,KG,,68152000,1,1,39424.91,3942491.0000000005,372157230,False,1.0482568265452132
2017,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,403011321,403011321,KG,,68152000,1,1,34710.05,3471005.0000000005,403011321,False,0.8539128955879869
